station_code,station_lat,station_lon,input_source,query_radius_km,api_version,vs30_mps,vs30_valid,vs30_source,vs30_mesh_code,vs30_jcode,vs30_query_distance_km,arv,status,error,api_url
ABSH02,44.4234,143.0264,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,327.3,1,j-shis_meshsearch_avs,6643500233,10,,1.19,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.02640000%2C44.42340000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH03,44.3843,143.2407,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,321.8,1,j-shis_meshsearch_avs,6643416912,10,,1.20,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.24070000%2C44.38430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH06,44.2146,143.6202,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,263.3,1,j-shis_meshsearch_avs,6643245943,11,,1.43,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.62020000%2C44.21460000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH07,43.8494,143.0861,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,510.4,1,j-shis_meshsearch_avs,6543601644,4,,0.81,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.08610000%2C43.84940000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH09,43.9269,144.8071,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,374.1,1,j-shis_meshsearch_avs,6544761421,8,,1.06,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.80710000%2C43.92690000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH10,44.0813,143.9455,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,344.7,1,j-shis_meshsearch_avs,6643079543,8,,1.14,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.94550000%2C44.08130000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH11,43.9144,144.1913,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,264.7,1,j-shis_meshsearch_avs,6544619532,9,,1.42,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.19130000%2C43.91440000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH13,43.7419,143.4514,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,457.2,1,j-shis_meshsearch_avs,6543439611,8,,0.89,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.45140000%2C43.74190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH14,43.7228,144.1835,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,362.9,1,j-shis_meshsearch_avs,6544416441,8,,1.09,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.18350000%2C43.72280000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
ABSH15,43.6352,143.51,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,501.0,1,j-shis_meshsearch_avs,6543346022,8,,0.83,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.51000000%2C43.63520000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC001,35.2974,136.7505,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,183.8,1,j-shis_meshsearch_avs,5236765031,14,,1.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.75050000%2C35.29740000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC002,35.2979,136.9154,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,402.5,1,j-shis_meshsearch_avs,5236775331,8,,0.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.91540000%2C35.29790000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC003,35.1734,136.7402,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,169.3,1,j-shis_meshsearch_avs,5236650933,15,,2.08,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.74020000%2C35.17340000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC004,35.0631,136.9738,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,366.1,1,j-shis_meshsearch_avs,5236477742,3,,1.08,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.97380000%2C35.06310000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC005,35.1983,137.2061,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,414.3,1,j-shis_meshsearch_avs,5237613634,3,,0.97,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.20610000%2C35.19830000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC006,35.2158,137.5089,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,547.1,1,j-shis_meshsearch_avs,5237645043,8,,0.77,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.50890000%2C35.21580000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC008,35.1006,137.5757,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5237542611,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.57570000%2C35.10060000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC009,35.0813,137.1466,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,382.2,1,j-shis_meshsearch_avs,5237419143,8,,1.04,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.14660000%2C35.08130000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC010,34.9803,137.4297,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5237337432,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.42970000%2C34.98030000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC011,34.9966,136.8641,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,253.3,1,j-shis_meshsearch_avs,5236369931,20,,1.48,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.86410000%2C34.99660000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC012,34.9119,137.0446,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,183.8,1,j-shis_meshsearch_avs,5237209323,15,,1.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.04460000%2C34.91190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC013,34.9529,137.6067,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,480.0,1,j-shis_meshsearch_avs,5237344823,8,,0.86,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.60670000%2C34.95290000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC014,34.8285,137.2199,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5237119723,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.21990000%2C34.82850000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC015,34.7552,137.404,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,257.3,1,j-shis_meshsearch_avs,5237130232,10,,1.46,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.40400000%2C34.75520000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC016,34.7784,136.9082,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,5236173223,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.90820000%2C34.77840000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC017,34.6697,137.2638,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,401.2,1,j-shis_meshsearch_avs,5237020113,8,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.26380000%2C34.66970000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AIC018,34.622,137.1086,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,291.6,1,j-shis_meshsearch_avs,5137704841,10,,1.31,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.10860000%2C34.62200000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH04,34.9319,137.0568,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,202.8,1,j-shis_meshsearch_avs,5237301443,10,,1.78,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.05680000%2C34.93190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH07,35.2194,137.4039,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5237636214,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.40390000%2C35.21940000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH09,34.6643,137.3902,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,329.7,1,j-shis_meshsearch_avs,5137739131,8,,1.18,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.39020000%2C34.66430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH10,35.0002,137.6243,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5237440922,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.62430000%2C35.00020000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH11,35.3059,137.057,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5237706441,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.05700000%2C35.30590000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH12,34.7884,137.1057,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,236.3,1,j-shis_meshsearch_avs,5237104832,19,,1.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.10570000%2C34.78840000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH13,35.2177,136.8509,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,166.0,1,j-shis_meshsearch_avs,5236666811,15,,2.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.85090000%2C35.21770000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH15,35.1392,137.3359,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5237526642,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.33590000%2C35.13920000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH16,35.1543,137.535,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,534.4,1,j-shis_meshsearch_avs,5237548242,8,,0.78,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.53500000%2C35.15430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH17,35.184,137.7268,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5237652811,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.72680000%2C35.18400000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH18,34.9635,137.2377,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,397.7,1,j-shis_meshsearch_avs,5237315931,3,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.23770000%2C34.96350000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH19,34.9512,137.4114,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,547.5,1,j-shis_meshsearch_avs,5237334222,8,,0.77,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.41140000%2C34.95120000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH20,34.8976,137.4876,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,453.8,1,j-shis_meshsearch_avs,5237237931,8,,0.90,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.48760000%2C34.89760000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH22,34.7853,137.4393,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,424.6,1,j-shis_meshsearch_avs,5237134511,8,,0.95,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.43930000%2C34.78530000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AICH23,34.8806,136.8316,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,239.4,1,j-shis_meshsearch_avs,5236265641,20,,1.55,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.83160000%2C34.88060000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT001,40.328,140.7429,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,360.1,1,j-shis_meshsearch_avs,6040359914,11,,1.09,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.74290000%2C40.32800000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT002,40.2676,140.5664,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,428.6,1,j-shis_meshsearch_avs,6040342512,8,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.56640000%2C40.26760000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT003,40.2784,140.2631,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,318.5,1,j-shis_meshsearch_avs,6040323113,10,,1.21,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.26310000%2C40.27840000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT004,40.3886,139.9822,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,444.4,1,j-shis_meshsearch_avs,6039476841,8,,0.91,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.98220000%2C40.38860000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT005,40.202,140.0286,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,194.5,1,j-shis_meshsearch_avs,6040204212,17,,1.85,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.02860000%2C40.20200000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT006,40.2153,140.7873,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,346.0,1,j-shis_meshsearch_avs,6040265244,11,,1.13,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.78730000%2C40.21530000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT007,40.0376,140.0919,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,407.0,1,j-shis_meshsearch_avs,6040004732,8,,0.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.09190000%2C40.03760000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT008,39.884,140.0706,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5940606521,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.07060000%2C39.88400000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT009,39.8869,139.8467,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,193.3,1,j-shis_meshsearch_avs,5939666723,15,,1.86,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.84670000%2C39.88690000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT010,39.7223,140.0998,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,193.3,1,j-shis_meshsearch_avs,5940406742,15,,1.86,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.09980000%2C39.72230000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT011,39.8133,140.5805,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,522.5,1,j-shis_meshsearch_avs,5940547632,8,,0.80,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.58050000%2C39.81330000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT012,39.7014,140.7178,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,408.3,1,j-shis_meshsearch_avs,5940454712,10,,0.98,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.71780000%2C39.70140000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT013,39.6071,140.3209,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,457.0,1,j-shis_meshsearch_avs,5940322543,8,,0.89,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.32090000%2C39.60710000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT014,39.595,140.5573,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,180.6,1,j-shis_meshsearch_avs,5940341423,13,,1.97,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.55730000%2C39.59500000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT015,39.3844,140.0519,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,5940006411,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.05190000%2C39.38440000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT016,39.4545,140.4758,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,220.5,1,j-shis_meshsearch_avs,5940134831,12,,1.66,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.47580000%2C39.45450000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT017,39.2978,140.5621,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,358.1,1,j-shis_meshsearch_avs,5840745442,3,,1.10,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.56210000%2C39.29780000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT018,39.1937,140.1899,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,478.5,1,j-shis_meshsearch_avs,5840613511,8,,0.86,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.18990000%2C39.19370000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT019,39.039,140.449,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,369.2,1,j-shis_meshsearch_avs,5840434542,11,,1.07,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.44900000%2C39.03900000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT020,39.2027,139.9088,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,174.2,1,j-shis_meshsearch_avs,5839674223,15,,2.03,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.90880000%2C39.20270000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT021,39.994,140.4035,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,500.5,1,j-shis_meshsearch_avs,5940739214,8,,0.83,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.40350000%2C39.99400000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT022,39.7739,140.6669,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,436.2,1,j-shis_meshsearch_avs,5940552334,10,,0.93,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.66690000%2C39.77390000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKT023,39.1464,140.7161,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5840557732,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.71610000%2C39.14640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH02,39.6634,140.5721,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,351.7,1,j-shis_meshsearch_avs,5940349542,11,,1.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.57210000%2C39.66340000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH03,39.2223,140.1283,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,495.7,1,j-shis_meshsearch_avs,5840616032,8,,0.83,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.12830000%2C39.22230000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH04,39.174,140.7129,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,526.1,1,j-shis_meshsearch_avs,5840650733,8,,0.79,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.71290000%2C39.17400000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH05,39.0718,140.3185,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,524.5,1,j-shis_meshsearch_avs,5840428532,8,,0.79,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.31850000%2C39.07180000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH06,38.9801,140.4952,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5840337941,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.49520000%2C38.98010000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
