station_code,station_lat,station_lon,input_source,query_radius_km,api_version,vs30_mps,vs30_valid,vs30_source,vs30_mesh_code,vs30_jcode,vs30_query_distance_km,arv,status,error,api_url
GIFH15,36.1338,137.2208,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5437116721,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.22080000%2C36.13380000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH16,36.094,137.3438,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,405.6,1,j-shis_meshsearch_avs,5437121723,6,,0.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.34380000%2C36.09400000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH17,35.9514,136.8732,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5336764922,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.87320000%2C35.95140000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH19,36.0216,137.3906,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5437032131,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.39060000%2C36.02160000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH21,35.6665,136.9618,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5336379644,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.96180000%2C35.66650000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH22,35.6682,137.1054,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,470.9,1,j-shis_meshsearch_avs,5337400812,10,,0.87,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.10540000%2C35.66820000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH23,35.7235,136.7847,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,775.5,1,j-shis_meshsearch_avs,5336466244,1,,0.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.78470000%2C35.72350000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH24,35.6401,137.3187,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,450.5,1,j-shis_meshsearch_avs,5337326534,10,,0.90,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.31870000%2C35.64010000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH25,35.5214,136.6127,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,375.4,1,j-shis_meshsearch_avs,5336242931,10,,1.06,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.61270000%2C35.52140000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH26,35.4121,136.8764,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,426.6,1,j-shis_meshsearch_avs,5336079013,8,,0.95,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.87640000%2C35.41210000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GIFH28,35.4571,137.4706,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5337134743,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.47060000%2C35.45710000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM001,36.7719,139.2246,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,533.0,1,j-shis_meshsearch_avs,5539112742,1,,0.78,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.22460000%2C36.77190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM002,36.7821,138.9695,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,548.9,1,j-shis_meshsearch_avs,5538173743,8,,0.76,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.96950000%2C36.78210000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM003,36.6581,139.0786,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,278.5,1,j-shis_meshsearch_avs,5439708634,9,,1.36,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.07860000%2C36.65810000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM004,36.6171,138.5921,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,432.1,1,j-shis_meshsearch_avs,5438744712,5,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.59210000%2C36.61710000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM005,36.5134,138.5176,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,418.6,1,j-shis_meshsearch_avs,5438641132,8,,0.96,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.51760000%2C36.51340000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM006,36.5105,138.7527,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,533.0,1,j-shis_meshsearch_avs,5438661013,1,,0.78,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.75270000%2C36.51050000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM007,36.4637,139.0093,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,349.5,1,j-shis_meshsearch_avs,5439505041,5,,1.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.00930000%2C36.46370000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM008,36.3479,139.1368,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,351.2,1,j-shis_meshsearch_avs,5439411042,11,,1.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.13680000%2C36.34790000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM009,36.4105,139.3253,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,403.5,1,j-shis_meshsearch_avs,5439429613,11,,0.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.32530000%2C36.41050000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM010,36.2184,139.4808,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,198.0,1,j-shis_meshsearch_avs,5439236812,13,,1.82,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.48080000%2C36.21840000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM011,36.2913,139.3607,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,271.1,1,j-shis_meshsearch_avs,5439324844,8,,1.39,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.36070000%2C36.29130000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM012,36.3118,139.1955,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,319.2,1,j-shis_meshsearch_avs,5439317523,9,,1.21,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.19550000%2C36.31180000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM013,36.3181,139.0174,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,245.9,1,j-shis_meshsearch_avs,5439308112,5,,1.51,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.01740000%2C36.31810000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM014,36.3467,138.7211,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,595.5,1,j-shis_meshsearch_avs,5438451741,9,,0.71,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.72110000%2C36.34670000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM015,36.2286,138.7578,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,530.3,1,j-shis_meshsearch_avs,5438267023,8,,0.79,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.75780000%2C36.22860000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNM016,36.1164,138.925,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,615.1,1,j-shis_meshsearch_avs,5438173344,8,,0.69,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.92500000%2C36.11640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH07,36.6998,139.2104,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,556.5,1,j-shis_meshsearch_avs,5539013644,8,,0.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.21040000%2C36.69980000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH08,36.4917,138.5244,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,457.0,1,j-shis_meshsearch_avs,5438549122,5,,0.89,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.52440000%2C36.49170000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH09,36.6212,138.9068,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,438.3,1,j-shis_meshsearch_avs,5438774241,9,,0.93,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.90680000%2C36.62120000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH11,36.2862,138.921,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,323.9,1,j-shis_meshsearch_avs,5438374323,8,,1.20,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.92100000%2C36.28620000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH12,36.144,138.9129,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,580.6,1,j-shis_meshsearch_avs,5438177313,1,,0.73,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=138.91290000%2C36.14400000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH13,36.862,139.0627,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,537.9,1,j-shis_meshsearch_avs,5539203513,2,,0.78,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.06270000%2C36.86200000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
GNMH14,36.4931,139.3219,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,532.9,1,j-shis_meshsearch_avs,5439529522,1,,0.78,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.32190000%2C36.49310000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH01,42.7031,142.2296,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,475.7,1,j-shis_meshsearch_avs,6442014814,8,,0.86,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.22960000%2C42.70310000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH02,42.7061,142.4054,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,506.2,1,j-shis_meshsearch_avs,6442034232,8,,0.82,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.40540000%2C42.70610000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH03,42.5934,142.3521,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,506.1,1,j-shis_meshsearch_avs,6342721811,8,,0.82,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.35210000%2C42.59340000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH04,42.5126,142.0381,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,154.3,1,j-shis_meshsearch_avs,6342601331,13,,2.25,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.03810000%2C42.51260000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH05,42.5977,142.5446,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,522.2,1,j-shis_meshsearch_avs,6342741341,8,,0.80,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.54460000%2C42.59770000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH06,42.3498,142.3572,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,166.9,1,j-shis_meshsearch_avs,6342421843,13,,2.11,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.35720000%2C42.34980000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HDKH07,42.133,142.9164,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,374.2,1,j-shis_meshsearch_avs,6342175334,3,,1.06,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.91640000%2C42.13300000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD004,45.2149,142.226,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,183.8,1,j-shis_meshsearch_avs,6742615833,15,,1.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.22600000%2C45.21490000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD007,44.9702,142.29,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,302.7,1,j-shis_meshsearch_avs,6742326313,10,,1.27,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.29000000%2C44.97020000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD015,44.8846,141.7503,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,194.5,1,j-shis_meshsearch_avs,6741266011,18,,1.85,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.75030000%2C44.88460000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD016,44.7199,141.795,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,183.8,1,j-shis_meshsearch_avs,6741066323,15,,1.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.79500000%2C44.71990000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD019,44.3611,141.6978,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,309.3,1,j-shis_meshsearch_avs,6641453524,8,,1.24,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.69780000%2C44.36110000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD025,44.8116,142.0712,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,172.3,1,j-shis_meshsearch_avs,6742107523,13,,2.05,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.07120000%2C44.81160000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD034,43.8543,142.7686,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,405.6,1,j-shis_meshsearch_avs,6542662132,6,,0.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.76860000%2C43.85430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD038,43.1666,142.5662,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,382.2,1,j-shis_meshsearch_avs,6442549534,11,,1.04,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.56620000%2C43.16660000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD039,43.3421,142.3845,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,267.1,1,j-shis_meshsearch_avs,6542031022,12,,1.41,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.38450000%2C43.34210000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD040,42.9806,142.3994,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,448.7,1,j-shis_meshsearch_avs,6442337142,10,,0.91,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=142.39940000%2C42.98060000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD044,44.4796,143.1276,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,180.0,1,j-shis_meshsearch_avs,6643517031,15,,1.98,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.12760000%2C44.47960000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD047,44.3677,143.3454,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,382.7,1,j-shis_meshsearch_avs,6643424721,8,,1.04,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.34540000%2C44.36770000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD048,44.2199,143.6155,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,259.4,1,j-shis_meshsearch_avs,6643246913,11,,1.45,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.61550000%2C44.21990000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD049,44.0921,143.5336,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,324.8,1,j-shis_meshsearch_avs,6643141221,11,,1.19,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.53360000%2C44.09210000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD050,43.8785,143.1747,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,514.7,1,j-shis_meshsearch_avs,6543615324,8,,0.81,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.17470000%2C43.87850000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD051,44.0187,143.7747,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,312.5,1,j-shis_meshsearch_avs,6643062122,11,,1.23,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.77470000%2C44.01870000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD052,44.1204,144.0712,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,6644104523,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.07120000%2C44.12040000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD053,43.7849,143.6072,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,484.6,1,j-shis_meshsearch_avs,6543544821,8,,0.85,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.60720000%2C43.78490000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD054,43.7996,143.9008,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,430.2,1,j-shis_meshsearch_avs,6543575233,8,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.90080000%2C43.79960000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD055,43.8244,144.1087,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,382.2,1,j-shis_meshsearch_avs,6544508843,8,,1.04,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.10870000%2C43.82440000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD056,43.6705,143.5781,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,426.1,1,j-shis_meshsearch_avs,6543440613,10,,0.95,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.57810000%2C43.67050000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD057,43.7054,144.0273,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,469.6,1,j-shis_meshsearch_avs,6544404231,8,,0.87,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.02730000%2C43.70540000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD058,44.0201,144.2729,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,396.3,1,j-shis_meshsearch_avs,6644022124,8,,1.01,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.27290000%2C44.02010000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD059,43.8574,144.4609,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,217.7,1,j-shis_meshsearch_avs,6544632644,10,,1.68,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.46090000%2C43.85740000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD060,43.9136,144.6657,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,194.5,1,j-shis_meshsearch_avs,6544659332,17,,1.85,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.66570000%2C43.91360000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD061,44.0699,144.9973,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,351.4,1,j-shis_meshsearch_avs,6644078924,7,,1.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=144.99730000%2C44.06990000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD062,43.6746,143.3088,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,545.8,1,j-shis_meshsearch_avs,6543420443,8,,0.77,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=143.30880000%2C43.67460000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD063,44.106,145.2478,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,348.9,1,j-shis_meshsearch_avs,6645112942,8,,1.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=145.24780000%2C44.10600000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
HKD064,44.0202,145.1886,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,306.8,1,j-shis_meshsearch_avs,6645012513,10,,1.25,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=145.18860000%2C44.02020000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
