event_id,origin_time_jst_raw,origin_timestamp_raw,training_latitude,training_longitude,training_depth_km,training_magnitude,candidate_count,match_status,accepted,origin_time_jst_corrected,origin_timestamp_corrected,origin_time_correction_s,jma_event_id,jma_origin_time_jst,jma_origin_timestamp,jma_latitude,jma_longitude,jma_depth_km,jma_magnitude,jma_region,jma_source_url,jma_source_date,time_diff_s,abs_time_diff_s,horizontal_distance_km,depth_diff_km,magnitude_diff,match_score,second_match_score,score_margin,second_jma_event_id,second_jma_origin_time_jst,second_time_diff_s,second_horizontal_distance_km,second_depth_diff_km,second_magnitude_diff
20240102101700,2024-01-02T10:17:00+09:00,1704158220.0,37.222,136.722,10.0,5.6,1,matched,1,2024-01-02T10:17:32.600+09:00,1704158252.6,32.59999990463257,20240102101732600,2024-01-02T10:17:32.600+09:00,1704158252.6,37.221666666666664,136.72166666666666,10.0,5.6,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,32.59999990463257,32.59999990463257,0.0473807664960302,0.0,0.0,1.0961428167869582,,inf,,,,,,
20240102110300,2024-01-02T11:03:00+09:00,1704160980.0,37.127,136.708,1.0,3.7,2,matched,1,2024-01-02T11:03:56.200+09:00,1704161036.2,56.200000047683716,20240102110356200,2024-01-02T11:03:56.200+09:00,1704161036.2,37.126666666666665,136.70666666666668,1.0,3.7,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,56.200000047683716,56.200000047683716,0.12388260912766767,0.0,0.0,1.898109856748324,5.167545176975862,3.269435320227538,20240102110327100,2024-01-02T11:03:27.100+09:00,27.09999990463257,9.987725900773883,6.0,0.5
20240102110400,2024-01-02T11:04:00+09:00,1704161040.0,37.227,136.812,10.0,3.4,3,matched,1,2024-01-02T11:04:43.700+09:00,1704161083.7,43.700000047683716,20240102110443700,2024-01-02T11:04:43.700+09:00,1704161083.7,37.22666666666667,136.81166666666667,10.0,3.4,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,43.700000047683716,43.700000047683716,0.04737954764358893,0.0,0.0,1.4661425777848416,2.986797119926555,1.5206545421417135,20240102110327100,2024-01-02T11:03:27.100+09:00,-32.90000009536743,4.617318917071542,3.0,0.19999999999999973
20240102110500,2024-01-02T11:05:00+09:00,1704161100.0,37.363,137.085,11.0,4.0,1,matched,1,2024-01-02T11:05:10.600+09:00,1704161110.6,10.599999904632568,20240102110510600,2024-01-02T11:05:10.600+09:00,1704161110.6,37.36333333333334,137.085,11.0,4.0,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,10.599999904632568,10.599999904632568,0.037064975548089636,0.0,0.0,0.3607463252640368,,inf,,,,,,
20240102111600,2024-01-02T11:16:00+09:00,1704161760.0,37.493,137.247,11.0,3.8,1,matched,1,2024-01-02T11:16:01.600+09:00,1704161761.6,1.5999999046325684,20240102111601600,2024-01-02T11:16:01.600+09:00,1704161761.6,37.49333333333333,137.24666666666667,11.0,3.8,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,1.5999999046325684,1.5999999046325684,0.04731449339879841,0.0,0.0,0.06279622883417862,,inf,,,,,,
20240102111900,2024-01-02T11:19:00+09:00,1704161940.0,37.198,136.745,7.0,4.0,1,matched,1,2024-01-02T11:19:43.200+09:00,1704161983.2,43.200000047683716,20240102111943200,2024-01-02T11:19:43.200+09:00,1704161983.2,37.19833333333333,136.745,7.0,4.0,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,43.200000047683716,43.200000047683716,0.037064975548089636,0.0,0.0,1.4474129966990752,,inf,,,,,,
20240102114100,2024-01-02T11:41:00+09:00,1704163260.0,37.453,137.13,11.0,3.9,1,matched,1,2024-01-02T11:41:59.800+09:00,1704163319.8,59.799999952316284,20240102114159800,2024-01-02T11:41:59.800+09:00,1704163319.8,37.455,137.12833333333333,11.0,3.9,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,59.799999952316284,59.799999952316284,0.26664797219602676,0.0,0.0,2.0466629261830813,,inf,,,,,,
20240102130900,2024-01-02T13:09:00+09:00,1704168540.0,37.457,137.168,12.0,3.6,2,matched,1,2024-01-02T13:09:07.600+09:00,1704168547.6,7.599999904632568,20240102130907600,2024-01-02T13:09:07.600+09:00,1704168547.6,37.45666666666666,137.16666666666666,11.0,3.5,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,7.599999904632568,7.599999904632568,0.12338904010854236,1.0,0.10000000000000009,0.711344471509461,5.483651514888564,4.772307043379103,20240102130939500,2024-01-02T13:09:39.500+09:00,39.5,8.834924241109482,4.0,0.6000000000000001
20240102134100,2024-01-02T13:41:00+09:00,1704170460.0,37.487,137.275,12.0,3.0,2,matched,1,2024-01-02T13:41:20.000+09:00,1704170480.0,20.0,20240102134120000,2024-01-02T13:41:20.000+09:00,1704170480.0,37.486666666666665,137.27833333333334,12.0,3.0,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,20.0,20.0,0.29643442223043803,0.0,0.0,0.7259535511127543,4.839988433776865,4.114034882664111,20240102134229600,2024-01-02T13:42:29.600+09:00,89.59999990463257,8.766608851445563,1.0,0.0
20240102134300,2024-01-02T13:43:00+09:00,1704170580.0,37.33,136.905,11.0,3.7,2,matched,1,2024-01-02T13:43:15.500+09:00,1704170595.5,15.5,20240102134315500,2024-01-02T13:43:15.500+09:00,1704170595.5,37.32666666666667,136.90833333333333,9.0,3.7,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,15.5,15.5,0.4735478542103609,2.0,0.0,0.811376237508739,6.636436716080449,5.82506047857171,20240102134143900,2024-01-02T13:41:43.900+09:00,-76.09999990463257,7.1655169296301455,0.0,0.8000000000000003
20240102135400,2024-01-02T13:54:00+09:00,1704171240.0,37.2,136.688,0.0,3.1,1,matched,1,2024-01-02T13:54:24.800+09:00,1704171264.8,24.799999952316284,20240102135424800,2024-01-02T13:54:24.800+09:00,1704171264.8,37.13666666666666,136.685,5.0,3.1,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,24.799999952316284,24.799999952316284,7.047360444603595,5.0,0.0,2.7361387539979285,,inf,,,,,,
20240102140200,2024-01-02T14:02:00+09:00,1704171720.0,37.375,136.785,7.0,4.4,1,matched,1,2024-01-02T14:01:58.800+09:00,1704171718.8,-1.2000000476837158,20240102140158800,2024-01-02T14:01:58.800+09:00,1704171718.8,37.375,136.785,7.0,4.4,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,-1.2000000476837158,1.2000000476837158,0.0,0.0,0.0,0.04000000158945719,,inf,,,,,,
20240102150100,2024-01-02T15:01:00+09:00,1704175260.0,37.378,136.86,6.0,3.5,1,matched,1,2024-01-02T15:01:00.200+09:00,1704175260.2,0.20000004768371582,20240102150100200,2024-01-02T15:01:00.200+09:00,1704175260.2,37.37833333333333,136.86,6.0,3.5,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,0.20000004768371582,0.20000004768371582,0.03706497554738231,0.0,0.0,0.014079663365600324,,inf,,,,,,
20240102150200,2024-01-02T15:02:00+09:00,1704175320.0,37.79,137.752,20.0,4.1,1,matched,1,2024-01-02T15:02:37.500+09:00,1704175357.5,37.5,20240102150237500,2024-01-02T15:02:37.500+09:00,1704175357.5,37.79,137.75166666666667,20.0,4.1,佐渡付近,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,37.5,37.5,0.02929104069956946,0.0,0.0,1.255858208139914,,inf,,,,,,
20240102153500,2024-01-02T15:35:00+09:00,1704177300.0,37.37,136.892,0.0,3.2,1,matched,1,2024-01-02T15:35:18.700+09:00,1704177318.7,18.700000047683716,20240102153518700,2024-01-02T15:35:18.700+09:00,1704177318.7,37.37,136.89166666666668,0.0,3.2,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,18.700000047683716,18.700000047683716,0.029456741896967852,0.0,0.0,0.6292246833021841,,inf,,,,,,
20240102155700,2024-01-02T15:57:00+09:00,1704178620.0,37.198,136.697,6.0,4.5,2,matched,1,2024-01-02T15:57:54.200+09:00,1704178674.2,54.200000047683716,20240102155754200,2024-01-02T15:57:54.200+09:00,1704178674.2,37.19833333333333,136.69666666666666,6.0,4.5,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,54.200000047683716,54.200000047683716,0.04738653449567882,0.0,0.0,1.8161439751552597,4.140573665188762,2.3244296900335017,20240102155537300,2024-01-02T15:55:37.300+09:00,-82.70000004768372,5.419534984663191,3.0,
20240102164100,2024-01-02T16:41:00+09:00,1704181260.0,37.558,137.375,10.0,3.6,1,matched,1,2024-01-02T16:41:55.000+09:00,1704181315.0,55.0,20240102164155000,2024-01-02T16:41:55.000+09:00,1704181315.0,37.55833333333333,137.38333333333333,11.0,3.6,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,55.0,55.0,0.7355020297411492,1.0,0.0,2.0804337392815633,,inf,,,,,,
20240102164500,2024-01-02T16:45:00+09:00,1704181500.0,37.163,136.702,3.0,3.0,1,matched,1,2024-01-02T16:45:46.700+09:00,1704181546.7,46.700000047683716,20240102164546700,2024-01-02T16:45:46.700+09:00,1704181546.7,37.163333333333334,136.70166666666665,3.0,3.0,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,46.700000047683716,46.700000047683716,0.04739506091116106,0.0,0.0,1.566145680438356,,inf,,,,,,
20240102171300,2024-01-02T17:13:00+09:00,1704183180.0,37.138,136.633,6.0,4.6,2,matched,1,2024-01-02T17:13:40.800+09:00,1704183220.8,40.799999952316284,20240102171340800,2024-01-02T17:13:40.800+09:00,1704183220.8,37.138333333333335,136.63333333333333,6.0,4.6,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,40.799999952316284,40.799999952316284,0.047401148479023665,0.0,0.0,1.3694802281063476,4.307524616828692,2.9380443887223446,20240102171151200,2024-01-02T17:11:51.200+09:00,-68.79999995231628,9.070956425424079,2.0,
20240102175600,2024-01-02T17:56:00+09:00,1704185760.0,37.292,136.76,7.0,3.8,1,matched,1,2024-01-02T17:56:11.400+09:00,1704185771.4,11.400000095367432,20240102175611400,2024-01-02T17:56:11.400+09:00,1704185771.4,37.291666666666664,136.75833333333333,7.0,4.1,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,11.400000095367432,11.400000095367432,0.1520246383312782,0.0,0.2999999999999998,1.4104049308451696,,inf,,,,,,
20240102180700,2024-01-02T18:07:00+09:00,1704186420.0,37.182,136.74,4.0,3.0,2,matched,1,2024-01-02T18:07:36.000+09:00,1704186456.0,36.0,20240102180736000,2024-01-02T18:07:36.000+09:00,1704186456.0,37.18,136.74166666666667,4.0,3.1,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,36.0,36.0,0.26694369837732057,0.0,0.10000000000000009,1.5867220730087979,4.569594028364673,2.9828719553558747,20240102180608900,2024-01-02T18:06:08.900+09:00,-51.09999990463257,4.997970157717933,2.0,0.5
20240102182900,2024-01-02T18:29:00+09:00,1704187740.0,37.458,137.257,13.0,4.3,1,matched,1,2024-01-02T18:29:36.900+09:00,1704187776.9,36.90000009536743,20240102182936900,2024-01-02T18:29:36.900+09:00,1704187776.9,37.458333333333336,137.25666666666666,13.0,4.3,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,36.90000009536743,36.90000009536743,0.04732305695447977,0.0,0.0,1.2394646145698105,,inf,,,,,,
20240102184600,2024-01-02T18:46:00+09:00,1704188760.0,37.365,137.113,10.0,3.6,1,matched,1,2024-01-02T18:46:34.000+09:00,1704188794.0,34.0,20240102184634000,2024-01-02T18:46:34.000+09:00,1704188794.0,37.36333333333334,137.115,11.0,3.7,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,34.0,34.0,0.2561002832364983,1.0,0.10000000000000009,1.6178867233139667,,inf,,,,,,
20240102185000,2024-01-02T18:50:00+09:00,1704189000.0,37.742,137.588,18.0,4.3,1,matched,1,2024-01-02T18:50:21.700+09:00,1704189021.7,21.700000047683716,20240102185021700,2024-01-02T18:50:21.700+09:00,1704189021.7,37.733333333333334,137.59166666666667,22.0,4.1,佐渡付近,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,21.700000047683716,21.700000047683716,1.016197805049459,4.0,0.20000000000000018,1.9932395625993498,,inf,,,,,,
20240102185900,2024-01-02T18:59:00+09:00,1704189540.0,37.202,136.642,1.0,3.6,1,matched,1,2024-01-02T18:59:37.800+09:00,1704189577.8,37.799999952316284,20240102185937800,2024-01-02T18:59:37.800+09:00,1704189577.8,37.20333333333333,136.65333333333334,3.0,3.5,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,37.799999952316284,37.799999952316284,1.0146491081765918,2.0,0.10000000000000009,1.9962631533791948,,inf,,,,,,
20240102201600,2024-01-02T20:16:00+09:00,1704194160.0,37.122,136.658,6.0,3.7,1,matched,1,2024-01-02T20:16:39.900+09:00,1704194199.9,39.90000009536743,20240102201639900,2024-01-02T20:16:39.900+09:00,1704194199.9,37.123333333333335,136.66,7.0,3.8,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,39.90000009536743,39.90000009536743,0.231136126894632,1.0,0.09999999999999964,1.809560561891173,,inf,,,,,,
20240102205200,2024-01-02T20:52:00+09:00,1704196320.0,37.45,137.27,13.0,3.6,1,matched,1,2024-01-02T20:52:38.700+09:00,1704196358.7,38.700000047683716,20240102205238700,2024-01-02T20:52:38.700+09:00,1704196358.7,37.45,137.26833333333335,14.0,3.6,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,38.700000047683716,38.700000047683716,0.14712650763102308,1.0,0.0,1.419425303115662,,inf,,,,,,
20240102211300,2024-01-02T21:13:00+09:00,1704197580.0,37.305,136.93,17.0,4.4,1,matched,1,2024-01-02T21:13:21.000+09:00,1704197601.0,21.0,20240102211321000,2024-01-02T21:13:21.000+09:00,1704197601.0,37.305,136.93,17.0,4.4,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,21.0,21.0,0.0,0.0,0.0,0.7,,inf,,,,,,
20240102220300,2024-01-02T22:03:00+09:00,1704200580.0,37.307,136.837,13.0,3.8,1,matched,1,2024-01-02T22:03:25.600+09:00,1704200605.6,25.59999990463257,20240102220325600,2024-01-02T22:03:25.600+09:00,1704200605.6,37.30833333333333,136.83,13.0,3.9,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,25.59999990463257,25.59999990463257,0.6366099520708425,0.0,0.10000000000000009,1.313988653901921,,inf,,,,,,
20240102220400,2024-01-02T22:04:00+09:00,1704200640.0,37.148,136.717,5.0,3.2,1,matched,1,2024-01-02T22:04:42.600+09:00,1704200682.6,42.59999990463257,20240102220442600,2024-01-02T22:04:42.600+09:00,1704200682.6,37.14833333333333,136.71666666666667,5.0,3.2,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,42.59999990463257,42.59999990463257,0.04739871372518085,0.0,0.0,1.4294797395661218,,inf,,,,,,
20240102221900,2024-01-02T22:19:00+09:00,1704201540.0,37.168,136.672,4.0,3.5,1,matched,1,2024-01-02T22:19:45.700+09:00,1704201585.7,45.700000047683716,20240102221945700,2024-01-02T22:19:45.700+09:00,1704201585.7,37.16833333333334,136.67166666666665,4.0,3.5,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,45.700000047683716,45.700000047683716,0.04739384312386271,0.0,0.0,1.532812103547563,,inf,,,,,,
20240102225000,2024-01-02T22:50:00+09:00,1704203400.0,37.477,137.002,5.0,3.1,1,matched,1,2024-01-02T22:50:21.600+09:00,1704203421.6,21.59999990463257,20240102225021600,2024-01-02T22:50:21.600+09:00,1704203421.6,37.376666666666665,136.93833333333333,9.0,3.1,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,21.59999990463257,21.59999990463257,12.493011323762289,4.0,0.0,3.6186022615735434,,inf,,,,,,
20240102231700,2024-01-02T23:17:00+09:00,1704205020.0,37.195,136.8,9.0,3.6,1,matched,1,2024-01-02T23:17:23.000+09:00,1704205043.0,23.0,20240102231723000,2024-01-02T23:17:23.000+09:00,1704205043.0,37.193333333333335,136.80333333333334,8.0,3.7,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240102.html,20240102,23.0,23.0,0.34859958628387316,1.0,0.10000000000000009,1.269719917256775,,inf,,,,,,
20240103011300,2024-01-03T01:13:00+09:00,1704211980.0,37.205,136.713,3.0,3.3,1,matched,1,2024-01-03T01:13:30.300+09:00,1704212010.3,30.299999952316284,20240103011330300,2024-01-03T01:13:30.300+09:00,1704212010.3,37.208333333333336,136.71166666666667,3.0,3.3,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,30.299999952316284,30.299999952316284,0.3890049359036909,0.0,0.0,1.087800985591281,,inf,,,,,,
20240103012100,2024-01-03T01:21:00+09:00,1704212460.0,37.15,136.648,3.0,3.5,1,matched,1,2024-01-03T01:21:10.100+09:00,1704212470.1,10.099999904632568,20240103012110100,2024-01-03T01:21:10.100+09:00,1704212470.1,37.15,136.64833333333334,3.0,3.5,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,10.099999904632568,10.099999904632568,0.02954290662738915,0.0,0.0,0.3425752448132301,,inf,,,,,,
20240103022100,2024-01-03T02:21:00+09:00,1704216060.0,37.482,137.303,12.0,4.9,1,matched,1,2024-01-03T02:21:48.000+09:00,1704216108.0,48.0,20240103022148000,2024-01-03T02:21:48.000+09:00,1704216108.0,37.48166666666667,137.30333333333334,12.0,4.9,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,48.0,48.0,0.04731726683650734,0.0,0.0,1.6094634533673016,,inf,,,,,,
20240103023000,2024-01-03T02:30:00+09:00,1704216600.0,37.487,137.3,13.0,4.4,1,matched,1,2024-01-03T02:30:31.400+09:00,1704216631.4,31.40000009536743,20240103023031400,2024-01-03T02:30:31.400+09:00,1704216631.4,37.486666666666665,137.3,13.0,4.4,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,31.40000009536743,31.40000009536743,0.03706497554879696,0.0,0.0,1.0540796649553406,,inf,,,,,,
20240103023100,2024-01-03T02:31:00+09:00,1704216660.0,37.485,137.3,12.0,3.5,2,matched,1,2024-01-03T02:31:38.000+09:00,1704216698.0,38.0,20240103023138000,2024-01-03T02:31:38.000+09:00,1704216698.0,37.485,137.3,12.0,3.5,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,38.0,38.0,0.0,0.0,0.0,1.2666666666666666,4.09039830570251,2.8237316390358433,20240103023031400,2024-01-03T02:30:31.400+09:00,-28.59999990463257,0.18532487774044815,1.0,0.9000000000000004
20240103025400,2024-01-03T02:54:00+09:00,1704218040.0,37.427,137.122,8.0,3.8,1,matched,1,2024-01-03T02:54:37.900+09:00,1704218077.9,37.90000009536743,20240103025437900,2024-01-03T02:54:37.900+09:00,1704218077.9,37.42666666666667,137.12166666666667,8.0,3.8,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,37.90000009536743,37.90000009536743,0.04733071966952305,0.0,0.0,1.2727994804461522,,inf,,,,,,
20240103025800,2024-01-03T02:58:00+09:00,1704218280.0,37.485,137.305,12.0,3.1,3,matched,1,2024-01-03T02:58:46.000+09:00,1704218326.0,46.0,20240103025846000,2024-01-03T02:58:46.000+09:00,1704218326.0,37.49333333333333,137.32666666666665,12.0,3.2,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,46.0,46.0,2.1243847564725677,0.0,0.10000000000000009,2.2915436179611803,3.2600121604055703,0.96846854244439,20240103025728900,2024-01-03T02:57:28.900+09:00,-31.09999990463257,0.6167274845890865,1.0,0.6000000000000001
20240103031800,2024-01-03T03:18:00+09:00,1704219480.0,37.377,136.94,10.0,3.2,1,matched,1,2024-01-03T03:18:11.300+09:00,1704219491.3,11.299999952316284,20240103031811300,2024-01-03T03:18:11.300+09:00,1704219491.3,37.375,136.94,9.0,3.2,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,11.299999952316284,11.299999952316284,0.2223898532892451,1.0,0.0,0.5211446357350585,,inf,,,,,,
20240103034500,2024-01-03T03:45:00+09:00,1704221100.0,37.16,136.723,5.0,3.7,2,matched,1,2024-01-03T03:45:01.200+09:00,1704221101.2,1.2000000476837158,20240103034501200,2024-01-03T03:45:01.200+09:00,1704221101.2,37.16,136.72333333333333,5.0,3.7,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,1.2000000476837158,1.2000000476837158,0.0295389994862372,0.0,0.0,0.04590780148670463,1.3412131800258846,1.29530537853918,20240103034457900,2024-01-03T03:44:57.900+09:00,-2.0999999046325684,5.356065916023995,2.0,
20240103045000,2024-01-03T04:50:00+09:00,1704225000.0,37.17,136.722,6.0,3.4,1,matched,1,2024-01-03T04:50:08.000+09:00,1704225008.0,8.0,20240103045008000,2024-01-03T04:50:08.000+09:00,1704225008.0,37.17,136.72333333333333,5.0,3.5,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,8.0,8.0,0.11814036579372066,1.0,0.10000000000000009,0.7236280731587446,,inf,,,,,,
20240103053600,2024-01-03T05:36:00+09:00,1704227760.0,37.203,136.72,7.0,3.7,1,matched,1,2024-01-03T05:36:40.500+09:00,1704227800.5,40.5,20240103053640500,2024-01-03T05:36:40.500+09:00,1704227800.5,37.20333333333333,136.72333333333333,7.0,3.8,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,40.5,40.5,0.29753888669686956,0.0,0.09999999999999964,1.7428411106727062,,inf,,,,,,
20240103054700,2024-01-03T05:47:00+09:00,1704228420.0,37.173,136.693,7.0,3.3,1,matched,1,2024-01-03T05:47:31.700+09:00,1704228451.7,31.700000047683716,20240103054731700,2024-01-03T05:47:31.700+09:00,1704228451.7,37.195,136.725,8.0,3.5,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,31.700000047683716,31.700000047683716,3.744417656853723,1.0,0.20000000000000018,2.572216866293536,,inf,,,,,,
20240103063200,2024-01-03T06:32:00+09:00,1704231120.0,37.172,136.728,5.0,4.3,1,matched,1,2024-01-03T06:32:38.500+09:00,1704231158.5,38.5,20240103063238500,2024-01-03T06:32:38.500+09:00,1704231158.5,37.17166666666667,136.72833333333332,5.0,4.3,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,38.5,38.5,0.047392950021075,0.0,0.0,1.2928119233375484,,inf,,,,,,
20240103063800,2024-01-03T06:38:00+09:00,1704231480.0,37.497,137.365,13.0,3.3,1,matched,1,2024-01-03T06:38:01.300+09:00,1704231481.3,1.2999999523162842,20240103063801300,2024-01-03T06:38:01.300+09:00,1704231481.3,37.498333333333335,137.36166666666668,14.0,3.5,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,1.2999999523162842,1.2999999523162842,0.32932577199360225,1.0,0.20000000000000018,0.8758651528092639,,inf,,,,,,
20240103065300,2024-01-03T06:53:00+09:00,1704232380.0,37.167,136.737,5.0,3.0,3,matched,1,2024-01-03T06:53:39.900+09:00,1704232419.9,39.90000009536743,20240103065339900,2024-01-03T06:53:39.900+09:00,1704232419.9,37.16833333333334,136.73333333333332,5.0,3.3,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,39.90000009536743,39.90000009536743,0.3571252353524873,0.0,0.2999999999999998,2.4014250502494114,3.1621776048540466,0.7607525546046352,20240103065232300,2024-01-03T06:52:32.300+09:00,-27.700000047683716,4.694221349656283,3.0,0.2999999999999998
20240103075100,2024-01-03T07:51:00+09:00,1704235860.0,37.082,136.488,6.0,4.0,1,matched,1,2024-01-03T07:51:46.600+09:00,1704235906.6,46.59999990463257,20240103075146600,2024-01-03T07:51:46.600+09:00,1704235906.6,37.083333333333336,136.49166666666667,8.0,4.0,石川県西方沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,46.59999990463257,46.59999990463257,0.3574573880175673,2.0,0.0,1.8248248077579323,,inf,,,,,,
20240103083400,2024-01-03T08:34:00+09:00,1704238440.0,37.36,136.995,13.0,4.0,1,matched,1,2024-01-03T08:34:19.000+09:00,1704238459.0,19.0,20240103083419000,2024-01-03T08:34:19.000+09:00,1704238459.0,37.36,136.995,13.0,4.0,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,19.0,19.0,0.0,0.0,0.0,0.6333333333333333,,inf,,,,,,
20240103095800,2024-01-03T09:58:00+09:00,1704243480.0,37.177,136.752,0.0,3.1,2,matched,1,2024-01-03T09:58:27.200+09:00,1704243507.2,27.200000047683716,20240103095827200,2024-01-03T09:58:27.200+09:00,1704243507.2,37.19833333333333,136.68833333333333,10.0,3.2,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,27.200000047683716,27.200000047683716,6.1184489521423515,10.0,0.10000000000000009,3.4636897920179277,4.718036035573007,1.2543462435550796,20240103095825800,2024-01-03T09:58:25.800+09:00,25.799999952316284,11.790180185812325,15.0,
20240103105400,2024-01-03T10:54:00+09:00,1704246840.0,37.373,136.872,13.0,5.6,1,matched,1,2024-01-03T10:54:35.000+09:00,1704246875.0,35.0,20240103105435000,2024-01-03T10:54:35.000+09:00,1704246875.0,37.373333333333335,136.87166666666667,13.0,5.6,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,35.0,35.0,0.047343835954406194,0.0,0.0,1.176135433857548,,inf,,,,,,
20240103114800,2024-01-03T11:48:00+09:00,1704250080.0,37.458,137.202,12.0,4.2,1,matched,1,2024-01-03T11:48:28.000+09:00,1704250108.0,28.0,20240103114828000,2024-01-03T11:48:28.000+09:00,1704250108.0,37.458333333333336,137.20166666666665,12.0,4.2,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,28.0,28.0,0.04732305695447977,0.0,0.0,0.9427979447242293,,inf,,,,,,
20240103115700,2024-01-03T11:57:00+09:00,1704250620.0,37.432,137.1,6.0,3.7,1,matched,1,2024-01-03T11:57:49.300+09:00,1704250669.3,49.299999952316284,20240103115749300,2024-01-03T11:57:49.300+09:00,1704250669.3,37.431666666666665,137.1,6.0,3.7,石川県能登地方,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,49.299999952316284,49.299999952316284,0.037064975548089636,0.0,0.0,1.650746326853494,,inf,,,,,,
20240103123700,2024-01-03T12:37:00+09:00,1704253020.0,37.237,136.64,5.0,4.3,1,matched,1,2024-01-03T12:37:23.100+09:00,1704253043.1,23.09999990463257,20240103123723100,2024-01-03T12:37:23.100+09:00,1704253043.1,37.236666666666665,136.64,5.0,4.3,能登半島沖,https://www.data.jma.go.jp/eqev/data/daily_map/20240103.html,20240103,23.09999990463257,23.09999990463257,0.037064975548089636,0.0,0.0,0.7774129919307036,,inf,,,,,,
