year,event_id,sample_role,knet_station,hinet_station,knet_height_m,match_distance_km,event_magnitude,epicentral_distance_km,acceleration_n_samples,acceleration_finite_fraction,acceleration_contains_theoretical_p,velocity_n_samples,velocity_finite_fraction,velocity_start_minus_p_s,velocity_end_minus_p_s,velocity_median_dt_s,velocity_gap_count,velocity_nonmonotonic_count,velocity_contains_theoretical_p,velocity_covers_requested_window,station_match_distance_km,station_match_threshold_km,station_match_within_threshold,qc_status,qc_fail_reasons,qc_warn_reasons,wave_idx,station_code,sensor_class,station_height_m_hdf5,station_height_m_manifest,record_start_time_jst_hdf5,theoretical_p_time_jst,valid_start_minus_theoretical_p_s,valid_end_minus_theoretical_p_s,p_picks_minus_theoretical_p_s,p_pick_trigger_aligned_minus_theoretical_p_s,p_pick_predicted_aligned_minus_theoretical_p_s,p_pick_repaired_aligned_minus_theoretical_p_s,p_pick_diting_acc_aligned_minus_theoretical_p_s,p_pick_diting_vel_aligned_minus_theoretical_p_s,p_pick_refined_aligned_minus_theoretical_p_s,pga_norm_aligned_loc_minus_theoretical_p_s,archive_checksum_ok,velocity_source,velocity_status,acceleration_pre_p_rms,acceleration_post_p_rms,acceleration_post_pre_ratio,velocity_pre_p_rms_counts,velocity_post_p_rms_counts,velocity_post_pre_ratio,final_pick_minus_theoretical_p_s,velocity_zero_fraction,velocity_unique_fraction,velocity_extreme_repeat_fraction,velocity_min_counts,velocity_max_counts
2013,20130102210000,earliest_closest,ABSH15,N.OKEH,192.0,0.0,4.3,162.90651442508752,15191,1.0,1,24000,1.0,-119.99734854698181,119.99265146255493,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,11,ABSH15,borehole,192.0,192.0,2013-01-02T21:00:23+09:00,2013-01-02T21:00:37.907349+09:00,-14.9073486328125,105.08265137672424,-0.44734859466552734,0.0926513671875,-0.017348527908325195,-0.017348527908325195,-0.44734859466552734,-0.44734859466552734,-0.44734859466552734,20.00265145301819,1,annual_hdf5,loaded,6.549727726821438e-06,0.00038440246447481684,58.68983880057654,61.96260756974407,37088.11423291834,598.5563824306874,-0.44734859466552734,0.0030833333333333333,0.41975,4.1666666666666665e-05,-159839.0,138480.0
2013,20130626032300,midyear_median,IWTH23,N.KMIH,44.0,0.0,3.7,44.8847474561881,13200,1.0,1,24000,1.0,-119.99387097358704,119.9961290359497,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,14,IWTH23,surface,44.0,44.0,2013-06-26T03:23:08+09:00,2013-06-26T03:23:21.053871+09:00,-13.053870916366577,106.93612909317017,0.05612897872924805,1.9461290836334229,-0.0038709640502929688,-0.0038709640502929688,0.036128997802734375,0.05612897872924805,0.05612897872924805,7.70612907409668,1,annual_hdf5,loaded,8.249357853030142e-06,0.004148411547559248,502.8769052654759,35.0490258142265,15652.630033448053,446.592442152689,0.05612897872924805,0.00016666666666666666,0.2562083333333333,4.1666666666666665e-05,-142291.0,126128.0
2013,20131231171800,latest_farthest,TCGH16,N.HGAH,105.0,0.0,3.3,50.32155373430909,14272,1.0,1,24000,1.0,-119.9998459815979,119.99015402793884,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,8,TCGH16,surface,105.0,105.0,2013-12-31T17:18:12+09:00,2013-12-31T17:18:26.719846+09:00,-14.71984601020813,105.27015399932861,0.37015390396118164,0.2801539897918701,0.00015401840209960938,0.00015401840209960938,0.37015390396118164,0.37015390396118164,0.37015390396118164,8.440154075622559,1,annual_hdf5,loaded,1.657807349794978e-05,0.0009100522492227993,54.89493392192681,184.9282933577513,11014.772942780073,59.562399797155685,0.37015390396118164,0.000125,0.2642083333333333,4.1666666666666665e-05,-94985.0,71162.0
2014,20140101041600,earliest_closest,FKSH11,N.YBKH,170.5,0.0,3.2,61.20620179486284,13900,1.0,1,24000,1.0,-119.9955415725708,119.99445843696594,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,3,FKSH11,borehole,170.5,170.5,2014-01-01T04:16:15+09:00,2014-01-01T04:16:23.335541+09:00,-8.335541486740112,111.65445852279663,-0.09554147720336914,6.664458513259888,-0.015541553497314453,-0.015541553497314453,-0.09554147720336914,-0.09554147720336914,-0.09554147720336914,7.714458465576172,1,annual_hdf5,loaded,3.7457450458314486e-06,0.00022041194754887335,58.84328614254316,165.07934934130122,6350.41076849889,38.46883813050068,-0.09554147720336914,0.0013333333333333333,0.204375,4.1666666666666665e-05,-40981.0,38593.0
2014,20140701044300,midyear_median,FKSH20,N.NMEH,12.0,0.0,3.5,95.01015283779864,13500,1.0,1,24000,1.0,-119.9922604560852,119.99773955345154,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,12,FKSH20,surface,12.0,12.0,2014-07-01T04:44:07+09:00,2014-07-01T04:44:11.792260+09:00,-4.792260408401489,115.19773960113525,-0.6022603511810303,10.20773959159851,-0.002260446548461914,-0.002260446548461914,-0.6022603511810303,,-0.6022603511810303,10.987739562988281,1,annual_hdf5,loaded,4.140112090925104e-06,0.0010833114369018762,261.6623446685018,413.0823200742132,9270.962592866683,22.44337785069351,-0.6022603511810303,0.0005416666666666666,0.25366666666666665,4.1666666666666665e-05,-43468.0,45102.0
2014,20141231234900,latest_farthest,IBRH07,N.EDSH,3.0,0.1337371819934819,4.2,43.990942580338185,13610,1.0,1,24000,1.0,-119.99823212623596,119.99176788330078,0.009999990463256836,0,0,1,1,0.1337371819934819,0.5,1,PASS,,,39,IBRH07,surface,3.0,3.0,2014-12-31T23:49:47+09:00,2014-12-31T23:50:00.098232+09:00,-13.09823203086853,106.89176797866821,0.5817680358886719,1.9017679691314697,0.001767873764038086,0.001767873764038086,,0.5817680358886719,0.5817680358886719,16.191767930984497,1,annual_hdf5,loaded,1.5824613922125088e-05,0.005207775994494741,329.0933996951117,55.0213881858204,32205.883961599317,585.3339042052581,0.5817680358886719,0.001875,0.35179166666666667,4.1666666666666665e-05,-153018.0,149015.0
2015,20150101140100,earliest_closest,AKTH02,N.NSSH,-5.0,0.0,4.5,155.27392043979512,14981,1.0,1,24000,1.0,-119.99280977249146,119.99719023704529,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,28,AKTH02,borehole,-5.0,-5.0,2015-01-01T14:01:30+09:00,2015-01-01T14:01:33.802810+09:00,-3.802809715270996,116.18719029426575,-0.04280972480773926,11.197190284729004,-0.01280975341796875,-0.01280975341796875,-0.03280973434448242,-0.04280972480773926,-0.04280972480773926,17.597190380096436,1,annual_hdf5,loaded,2.493592457523342e-06,0.00047997871499979114,192.48482788422862,200.84839267991484,47971.414663401374,238.8439062086584,-0.04280972480773926,0.0002916666666666667,0.45479166666666665,4.1666666666666665e-05,-154959.0,270869.0
2015,20150710093900,midyear_median,SITH04,N.TKRH,-1970.0,0.0,3.8,41.52657759853714,13727,1.0,1,24000,1.0,-119.99939131736755,119.99060869216919,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,40,SITH04,borehole,-1970.0,-1970.0,2015-07-10T09:39:59+09:00,2015-07-10T09:40:08.269391+09:00,-9.269391298294067,110.72060871124268,-0.1893913745880127,5.730608701705933,-0.33939123153686523,-0.33939123153686523,-0.1893913745880127,-0.1893913745880127,-0.1893913745880127,7.150608777999878,1,annual_hdf5,loaded,5.496590598649496e-06,0.0004371197928626086,79.52562320541178,174.43685028353988,9672.591169485042,55.45038880123463,-0.1893913745880127,8.333333333333333e-05,0.24329166666666666,4.1666666666666665e-05,-44038.0,46450.0
2015,20151229021200,latest_farthest,KGSH03,N.MYJH,10.11,0.0,3.4,80.39787001637086,14200,1.0,1,24000,1.0,-119.99133539199829,119.99866437911987,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,7,KGSH03,borehole,10.11,10.11,2015-12-29T02:12:29+09:00,2015-12-29T02:12:33.121336+09:00,-4.121335506439209,115.86866450309753,-0.021335601806640625,10.878664493560791,-0.011335611343383789,-0.011335611343383789,-0.011335611343383789,-0.021335601806640625,-0.021335601806640625,11.088664531707764,1,annual_hdf5,loaded,2.7353963520825984e-06,8.14583351023905e-05,29.779353562554864,124.79678428718046,4457.083051279166,35.714726759486005,-0.021335601806640625,0.002,0.15008333333333335,4.1666666666666665e-05,-19182.0,21623.0
2016,20160101004700,earliest_closest,HYGH15,N.MROH,225.0,0.0,4.0,51.49129818497167,14173,1.0,1,24000,1.0,-119.99172163009644,119.99827837944031,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,21,HYGH15,surface,225.0,225.0,2016-01-01T00:47:28+09:00,2016-01-01T00:47:43.721722+09:00,-15.721721649169922,104.26827836036682,-0.08172154426574707,-0.7217216491699219,-0.0017216205596923828,-0.0017216205596923828,-0.08172154426574707,-0.08172154426574707,-0.08172154426574707,6.988278388977051,1,annual_hdf5,loaded,6.639795478743244e-06,0.0037150726776617026,559.5161311150623,202.3224770924924,32053.094542555482,158.4257715859336,-0.08172154426574707,0.0004583333333333333,0.26208333333333333,4.1666666666666665e-05,-278918.0,372535.0
2016,20160512153200,midyear_median,NMRH04,N.BKEH,30.0,0.0,5.0,125.66053384992742,14138,1.0,1,24000,1.0,-119.99917531013489,119.99082446098328,0.009999990463256836,0,0,1,1,0.0,0.5,1,PASS,,,13,NMRH04,surface,30.0,30.0,2016-05-12T15:32:36+09:00,2016-05-12T15:32:50.379175+09:00,-14.379175424575806,134.61082458496094,0.37082457542419434,0.6208245754241943,0.0008246898651123047,0.0008246898651123047,,0.37082457542419434,0.37082457542419434,18.51082468032837,1,annual_hdf5,loaded,0.0003596487154542574,0.013270565117641204,36.898686266346594,1815.4706118887134,163357.69188911593,89.98090677940955,0.37082457542419434,0.0,0.7050416666666667,4.1666666666666665e-05,-637452.0,638064.0
