year,event_id,failure_category,last_error
2000,20000329155600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000331233100,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000401031200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000406101400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000407155400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000408145700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000410063000,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000411113100,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000411121000,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000411184700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000412030500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000412043600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000412201800,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000413110700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000415052600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000417142300,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000422215500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000424024200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000425103200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000426044800,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000428001900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000428114200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000428123900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000429183500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000429203000,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
