year,event_id,path,size_bytes,catalog_event,outer_tar_valid,outer_member_count,has_knet_product,has_kiknet_product,has_image_product,product_class,error
2000,20000803235700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000803235700.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000804000900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804000900.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000804001300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804001300.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000804004200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804004200.tar,880640,1,1,2,1,0,1,knet_only,
2000,20000804004800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804004800.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000804014700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804014700.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000804021900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804021900.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000804032100,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804032100.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000804035400,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804035400.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000804042300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804042300.tar,634880,1,1,2,1,0,1,knet_only,
2000,20000804045500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804045500.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000804052800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804052800.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000804054700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804054700.tar,634880,1,1,2,1,0,1,knet_only,
2000,20000804073500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804073500.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000804134500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804134500.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000804161800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000804161800.tar,819200,1,1,2,1,0,1,knet_only,
2000,20000805013700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000805013700.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000805024900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000805024900.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000805070600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000805070600.tar,901120,1,1,2,0,1,1,kiknet_only,
2000,20000805085500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000805085500.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000805125500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000805125500.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000805131500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000805131500.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000806032600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000806032600.tar,655360,1,1,2,1,0,1,knet_only,
2000,20000806101400,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000806101400.tar,1433600,1,1,2,0,1,1,kiknet_only,
2000,20000806205500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000806205500.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000807023800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000807023800.tar,430080,1,1,2,1,0,1,knet_only,
2000,20000807120100,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000807120100.tar,2508800,1,1,2,0,1,1,kiknet_only,
2000,20000807232500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000807232500.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000808025900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000808025900.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000808091200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000808091200.tar,2795520,1,1,3,1,1,1,both,
2000,20000808145800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000808145800.tar,604160,1,1,2,1,0,1,knet_only,
2000,20000809042900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000809042900.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000809120200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000809120200.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000809120600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000809120600.tar,481280,1,1,2,1,0,1,knet_only,
2000,20000809190300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000809190300.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000810113700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000810113700.tar,13547520,1,1,3,1,1,1,both,
2000,20000810134000,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000810134000.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000811022500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000811022500.tar,2396160,1,1,2,0,1,1,kiknet_only,
2000,20000811222200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000811222200.tar,460800,1,1,2,1,0,1,knet_only,
2000,20000811224700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000811224700.tar,1228800,1,1,2,1,0,1,knet_only,
2000,20000812023900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000812023900.tar,2150400,1,1,3,1,1,1,both,
2000,20000813021900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000813021900.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000813154600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000813154600.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000813173200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000813173200.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000814163300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000814163300.tar,9205760,1,1,3,1,1,1,both,
2000,20000815003700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815003700.tar,409600,1,1,2,1,0,1,knet_only,
2000,20000815013200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815013200.tar,512000,1,1,2,1,0,1,knet_only,
2000,20000815033900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815033900.tar,1013760,1,1,2,1,0,1,knet_only,
2000,20000815035500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815035500.tar,12492800,1,1,3,1,1,1,both,
2000,20000815081800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815081800.tar,2826240,1,1,3,1,1,1,both,
2000,20000815143700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815143700.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000815171600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815171600.tar,471040,1,1,2,1,0,1,knet_only,
2000,20000815224700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815224700.tar,829440,1,1,2,1,0,1,knet_only,
2000,20000815230200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000815230200.tar,1228800,1,1,2,1,0,1,knet_only,
2000,20000816000300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816000300.tar,1382400,1,1,2,1,0,1,knet_only,
2000,20000816001200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816001200.tar,839680,1,1,2,1,0,1,knet_only,
2000,20000816005500,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816005500.tar,1484800,1,1,2,1,0,1,knet_only,
2000,20000816012800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816012800.tar,522240,1,1,2,1,0,1,knet_only,
2000,20000816015000,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816015000.tar,450560,1,1,2,1,0,1,knet_only,
2000,20000816015700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816015700.tar,491520,1,1,2,1,0,1,knet_only,
2000,20000816020700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816020700.tar,604160,1,1,2,1,0,1,knet_only,
2000,20000816022200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816022200.tar,1986560,1,1,2,1,0,1,knet_only,
2000,20000816023700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816023700.tar,1976320,1,1,2,1,0,1,knet_only,
2000,20000816030900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816030900.tar,450560,1,1,2,1,0,1,knet_only,
2000,20000816031900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816031900.tar,665600,1,1,2,1,0,1,knet_only,
2000,20000816033200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816033200.tar,1218560,1,1,2,1,0,1,knet_only,
2000,20000816034800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816034800.tar,634880,1,1,2,1,0,1,knet_only,
2000,20000816040300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816040300.tar,1392640,1,1,2,1,0,1,knet_only,
2000,20000816040800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816040800.tar,614400,1,1,2,1,0,1,knet_only,
2000,20000816042400,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816042400.tar,1576960,1,1,2,1,0,1,knet_only,
2000,20000816043200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816043200.tar,634880,1,1,2,1,0,1,knet_only,
2000,20000816043800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000816043800.tar,501760,1,1,2,1,0,1,knet_only,
