year,event_id,path,size_bytes,catalog_event,outer_tar_valid,outer_member_count,has_knet_product,has_kiknet_product,has_image_product,product_class,error
2000,20000127205100,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000127205100.tar,2826240,1,1,3,1,1,1,both,
2000,20000128202800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000128202800.tar,8058880,1,1,3,1,1,1,both,
2000,20000128232100,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000128232100.tar,24995840,1,1,3,1,1,1,both,
2000,20000130194600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000130194600.tar,1986560,1,1,3,1,1,1,both,
2000,20000131022900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000131022900.tar,1751040,1,1,3,1,1,1,both,
2000,20000131120900,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000131120900.tar,3409920,1,1,3,1,1,1,both,
2000,20000203040700,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000203040700.tar,4239360,1,1,3,1,1,1,both,
2000,20000204165300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000204165300.tar,2979840,1,1,3,1,1,1,both,
2000,20000206044300,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000206044300.tar,4904960,1,1,3,1,1,1,both,
2000,20000208122100,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000208122100.tar,2805760,1,1,3,1,1,1,both,
2000,20000208152200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000208152200.tar,2058240,1,1,3,1,1,1,both,
2000,20000209113600,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000209113600.tar,1751040,1,1,2,0,1,1,kiknet_only,
2000,20000209131200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000209131200.tar,2334720,1,1,3,1,1,1,both,
2000,20000211160800,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000211160800.tar,7925760,1,1,3,1,1,1,both,
2000,20000211203200,/run/media/zhangb/My Passport/knet_data/waveforms/2000/20000211203200.tar,1187840,1,1,2,1,0,1,knet_only,
