model,n,label_mean,pred_mean,mae,bias,rmse,slope,corr,pred_std,label_std,event_count,event_residual_mae,event_residual_std,site_proxy_count_n_ge2,site_proxy_residual_mae_n_ge2,site_proxy_residual_std_n_ge2,residual_label_corr,residual_distance_corr,residual_station_count_corr
b29_last,757,-1.6653359751341248,-1.3646373763739512,0.4251528156229927,0.30069859876017374,0.5376514191092989,0.538342807455404,0.6531422585970093,0.473208028089331,0.5741177479706661,52,0.338388158371438,0.22635378564879102,202,0.3761195631269141,0.340997490068989,-0.5946712583711458,0.30876506435742934,-0.0029037313493268206
b43_last,757,-1.6653359751341248,-1.623211064064676,0.2965828849492448,0.042124911069448934,0.3936259110992622,0.5547950528346393,0.7321008193884733,0.435073527966748,0.5741177479706661,52,0.12996109237161346,0.16455118819689887,202,0.23898095394695146,0.3216437548440725,-0.6530983163409356,0.3082446012456367,-0.08480447426627147
