protocol,population,row_index,event_id,requested_elapsed_time_seconds,actual_station_count,n_targets,eligible_ge5,truth_p95_p05_range,base_p95_p05_range,final_p95_p05_range,base_range_ratio,final_range_ratio,base_range_abs_error,final_range_abs_error,base_pairwise_delta_mae,final_pairwise_delta_mae,base_pairwise_delta_rmse,final_pairwise_delta_rmse,base_field_mean_error,final_field_mean_error,base_centered_error_mae,final_centered_error_mae,base_centered_error_rmse,final_centered_error_rmse,truth_ptp_range_diagnostic,base_ptp_range_diagnostic,final_ptp_range_diagnostic
random,all,1117,20041101010900,1.0,3,11,True,0.5823284089565277,0.2301151156425476,0.26049134135246277,0.3951638149594833,0.44732720805985804,0.3522132933139801,0.32183706760406494,0.18397969115864146,0.1812115972692316,0.25635482130721016,0.24840326926046485,0.03951184857975353,0.009547190232710405,0.11235578592158547,0.11010961493184744,0.17283438526711006,0.16747344997082508,0.8604848980903625,0.26361513137817383,0.28571438789367676
random,all,1118,20041101010900,1.0,3,11,True,0.5823284089565277,0.2301155924797058,0.2604917287826538,0.39516463380525974,0.44732787337205143,0.3522128164768219,0.3218366801738739,0.18397969982840798,0.18121162111108954,0.25635480777472713,0.24840326744315766,0.03951179439371282,0.009547163139690052,0.11235572582434031,0.1101095794646208,0.1728343761435119,0.16747344874559683,0.8604848980903625,0.26361602544784546,0.2857152223587036
random,all,1119,20041101010900,1.0,3,11,True,0.5823284089565277,0.23011529445648193,0.26049140095710754,0.3951641220266494,0.4473273104155801,0.3522131145000458,0.32183700799942017,0.1839797865260731,0.1812117099761963,0.2563549853334785,0.24840346076721087,0.03951164267279885,0.00954701683738015,0.11235578296598324,0.11010963069505929,0.17283449585359761,0.1674735790846469,0.8604848980903625,0.2636159062385559,0.28571510314941406
random,all,1120,20041101010900,1.0,3,11,True,0.5823284089565277,0.23011496663093567,0.26049119234085083,0.3951635590701781,0.4473269521705529,0.35221344232559204,0.3218372166156769,0.18397976701909846,0.18121168613433838,0.25635497422271214,0.24840346293328205,0.039511799812316895,0.009547163139690052,0.11235581744800914,0.11010964448786965,0.1728344883627205,0.16747358054501182,0.8604848980903625,0.2636152505874634,0.28571462631225586
random,all,1121,20041101010900,3.0,3,11,True,0.5884070098400116,0.16445714235305786,0.16298764944076538,0.2794955525729952,0.2769981436575371,0.42394986748695374,0.4254193603992462,0.23612342964519153,0.2361098137768832,0.30814090094746754,0.30588080404437457,-0.03984754193912853,-0.06871837377548218,0.15412520180063802,0.1532497839494185,0.2077485530380821,0.20622479601686322,0.8604848980903625,0.244276762008667,0.24755513668060303
random,all,1122,20041101010900,5.0,8,6,True,0.22380134463310242,0.14835646748542786,0.15089091658592224,0.6628935484218913,0.6742180965592107,0.07544487714767456,0.07291042804718018,0.1593625545501709,0.1605411450068156,0.1846023667860526,0.1848166361528522,-0.019683082898457844,-0.05096191167831421,0.11028182506561279,0.10889703035354614,0.1191603153721425,0.1192986256536787,0.23669326305389404,0.1601731777191162,0.1599360704421997
random,all,1123,20041101010900,10.0,5,9,True,0.5801093459129333,0.4606532692909242,0.48052240610122676,0.7940800687601095,0.8283307439996783,0.11945607662200908,0.09958693981170652,0.33416126834021675,0.32835772302415633,0.3989725257359971,0.3894232791411232,-0.003537125057644314,-0.020675725407070585,0.2248563575155941,0.22417779174851782,0.26598168382399806,0.25961551942741545,0.8030274510383606,0.46634405851364136,0.502943217754364
random,all,1124,20041101010900,20.0,5,9,True,0.5935700774192808,0.3693816661834717,0.414182686805725,0.6223050659653638,0.6977822881613325,0.22418841123580913,0.1793873906135558,0.2525601387023926,0.22161373827192518,0.30599073371944485,0.26352789730817816,-0.1187826328807407,-0.10784235927793714,0.16268236843156225,0.1450047257505817,0.20399382247962988,0.17568526487211877,0.8604848980903625,0.3827078342437744,0.4668203592300415
random,all,1125,20041101010900,40.0,1,13,True,0.5339914321899406,0.3737461686134338,0.2973946571350098,0.6999104219344335,0.5569277692628345,0.1602452635765068,0.23659677505493082,0.2976117057678027,0.2748327622046837,0.3974404770430035,0.37396202611410356,0.07881238368841317,0.013389500287862925,0.19930561971382277,0.18484444096243596,0.27000763475715917,0.25405716828670866,0.8604848980903625,0.41931092739105225,0.3296886682510376
random,all,1126,20041101010900,90.0,1,13,True,0.5339914321899406,0.10347967147827153,0.07132539749145517,0.19378526553112155,0.13357030317685836,0.4305117607116691,0.46266603469848544,0.2221435247323452,0.2198496965261606,0.31556769407433605,0.308860067346421,-0.1953765291434068,-0.18877247205147377,0.1425937816236146,0.13954384298719597,0.21438603163100295,0.2098290966124234,0.8604848980903625,0.12971889972686768,0.09217846393585205
random,all,1127,20041101043500,1.0,7,15,True,1.3453056626021858,0.547112375497818,0.5969276607036591,0.4066825783216837,0.4437115499454891,0.7981932871043678,0.7483780018985267,0.4445179006883076,0.4263542212191082,0.5488862439712281,0.5276994489639587,0.3011397019028664,0.26138055076201755,0.3011539121468862,0.2869901842541165,0.3749606878723775,0.3604873515171797,1.581225223839283,0.6051450371742249,0.6695011258125305
random,all,1128,20041101043500,3.0,12,15,True,1.2000337064266202,0.5789729177951811,0.6095151126384736,0.4824638797181854,0.5079149938658363,0.6210607886314391,0.5905185937881466,0.3514441660472325,0.32938217889694943,0.43146416272412097,0.4036717178322861,0.19748626947402953,0.1662050724029541,0.24510904788970947,0.22418933232625324,0.29474613551400325,0.27576028121585144,1.431307315826416,0.6221293210983276,0.6276655197143555
random,all,1129,20041101043500,5.0,7,15,True,0.9884598702192303,0.5187888920307154,0.4966609954833979,0.5248456792845352,0.5024594426612823,0.4696709781885149,0.4917988747358324,0.26744011924380345,0.255341975461869,0.3245241314267967,0.3094861621058559,-0.039109939336776735,-0.028031617403030396,0.19323465983072916,0.17456186612447103,0.22169218647307917,0.21141929772296641,1.397028237581253,0.8187161087989807,0.8267234563827515
random,all,1130,20041101043500,10.0,1,15,True,1.3056582264602183,0.08390141129493711,0.07444468736648568,0.06425985728470687,0.057016978760447395,1.2217568151652811,1.2312135390937327,0.591033724801881,0.5898392579385212,0.7048886772135978,0.7036410479422495,-0.05111329406499863,-0.13640541483958563,0.42768200397491457,0.42741167439354794,0.48153063805934154,0.48067834501149653,1.581225223839283,0.09554332494735718,0.0819549560546875
random,all,1131,20041101043500,20.0,1,15,True,1.256701653450727,0.17314829826354972,0.1224225282669067,0.13777995579786875,0.0974157453606841,1.0835533551871772,1.1342791251838202,0.5221545076086408,0.512355833252271,0.6306971855718484,0.6200584464493184,-0.07693639248609543,-0.1630615438024203,0.36576069414615636,0.34875162389543324,0.430848200585601,0.4235805581855708,1.6234218552708626,0.19569754600524902,0.1628892421722412
random,all,1132,20041101043500,40.0,3,15,True,1.4649463228881359,0.5788487493991852,0.4837984383106231,0.3951330778167948,0.33024994209809433,0.8860975734889507,0.9811478845775128,0.7073791354894639,0.6963115372828075,0.849197350597775,0.8368054195905459,-0.10492923508087794,-0.16199677636226018,0.5265249771542019,0.518693035973443,0.5801122294772488,0.5716469290154992,1.6234218552708626,0.6795759797096252,0.6378437280654907
random,all,1133,20041101043500,90.0,16,15,True,1.0464468926191328,0.8453219950199125,0.8536927819252013,0.8078020977291752,0.8158013444796125,0.20112489759922036,0.19275411069393156,0.3403497133936201,0.3315712457611447,0.4123231851092669,0.4041787851552453,-0.06711249550183614,-0.020764472087224324,0.23466833829879763,0.2357956830660502,0.28167035849855354,0.27610667414207735,1.431307315826416,1.233488380908966,1.2196671962738037
random,all,1134,20041101054000,1.0,1,2,False,0.7637055873870849,0.04600449800491324,0.03263561725616437,0.06023852485132575,0.042733244060479784,0.7177010893821717,0.7310699701309206,0.7974456548690796,0.8122999668121338,0.7974456548690796,0.8122999668121338,-0.20355457067489624,-0.1784290075302124,0.3987228274345398,0.4061499834060669,0.3987228274345398,0.4061499834060669,0.8485617637634277,0.051116108894348145,0.036261796951293945
random,all,1138,20041101054000,20.0,1,2,False,0.3954735875129698,0.115968257188797,0.051428139209747314,0.29323894401669426,0.13004190629560236,0.2795053303241728,0.3440454483032225,0.31056147813796997,0.38227272033691406,0.31056147813796997,0.38227272033691406,0.3891887962818146,0.20472311973571777,0.15528073906898499,0.19113636016845703,0.15528073906898499,0.19113636016845703,0.4394150972366333,0.12885361909866333,0.05714237689971924
random,all,1141,20041101185800,1.0,2,2,False,0.12530132532119742,0.25635952949523944,0.1996311306953431,2.045944277429528,1.5932084531716537,0.13105820417404201,0.07432980537414569,0.1456202268600464,0.08258867263793945,0.1456202268600464,0.08258867263793945,0.20571976900100708,0.19685661792755127,0.0728101134300232,0.04129433631896973,0.0728101134300232,0.04129433631896973,0.13922369480133057,0.28484392166137695,0.22181236743927002
random,all,1142,20041101185800,3.0,2,2,False,0.12530132532119742,0.14744811058044416,0.11778792142868033,1.1767482123790445,0.9400373150622531,0.022146785259246737,0.00751340389251709,0.024607539176940918,0.008348226547241211,0.024607539176940918,0.008348226547241211,0.03549474477767944,0.06903731822967529,0.012303769588470459,0.0041741132736206055,0.012303769588470459,0.0041741132736206055,0.13922369480133057,0.16383123397827148,0.13087546825408936
random,all,1143,20041101185800,5.0,2,2,False,0.12764981389045715,0.009588360786437988,0.008755159378051935,0.07511456925950752,0.0685873258347653,0.11806145310401917,0.11889465451240522,0.13117939233779907,0.13210517168045044,0.13117939233779907,0.13210517168045044,-0.43601194024086,-0.4548535645008087,0.06558969616889954,0.06605258584022522,0.06558969616889954,0.06605258584022522,0.1418331265449524,0.01065373420715332,0.009727954864501953
random,all,1146,20041101185800,40.0,2,2,False,0.12764981389045715,0.00313357114791879,0.005182349681854159,0.024548184226949737,0.04059817655747935,0.12451624274253836,0.122467464208603,0.13835138082504272,0.136074960231781,0.13835138082504272,0.136074960231781,-0.40558919310569763,-0.47119101881980896,0.06917569041252136,0.0680374801158905,0.06917569041252136,0.0680374801158905,0.1418331265449524,0.003481745719909668,0.005758166313171387
random,all,1147,20041101185800,90.0,1,3,False,0.644806909561157,0.0822559475898742,0.06575521230697634,0.12756678994934467,0.10197659381740815,0.5625509619712828,0.5790516972541807,0.4167044162750244,0.4289271831512451,0.4811523853167393,0.4949500307551198,0.3566614588101705,0.3121800422668457,0.2601064178678725,0.2675182024637858,0.27779345918384996,0.285759533491882,0.7164521217346191,0.09139549732208252,0.07306134700775146
random,all,1148,20041102004000,1.0,1,3,False,0.8651583731174469,0.01773337125778207,0.012823212146759078,0.02049725438578716,0.014821808983426785,0.8474250018596649,0.8523351609706878,0.6539938847223917,0.6503567298253378,0.6983410006997388,0.694656908944372,-0.1771263082822164,-0.21270042657852173,0.3489542272355821,0.34747910499572754,0.4031873647401468,0.40106035337346657,0.9612870812416077,0.01970374584197998,0.014248013496398926
random,all,1149,20041102004000,3.0,1,3,False,0.9177914679050445,0.018502414226531982,0.030283749103546143,0.020159714786590562,0.03299632886397602,0.8992890536785125,0.8875077188014984,0.6780174970626831,0.6741701364517212,0.8010689596384176,0.7937552058057648,-0.05747944116592407,-0.09635374943415324,0.4350566864013672,0.4308652612898085,0.4624973794866939,0.45827478174262515,1.0197682976722717,0.02055823802947998,0.03364861011505127
random,all,1150,20041102004000,5.0,2,2,False,0.5220065295696259,0.020746135711669833,0.01797144412994367,0.03974305786706196,0.03442762324210854,0.5012603938579561,0.5040350854396822,0.5569559931755066,0.5600389838218689,0.5569559931755066,0.5600389838218689,-0.37479647994041443,-0.3948584496974945,0.2784779965877533,0.28001949191093445,0.2784779965877533,0.28001949191093445,0.5800072550773621,0.02305126190185547,0.019968271255493164
random,all,1162,20041102220400,1.0,3,2,False,0.06722586750984183,0.07322275042533866,0.05082893371582031,1.0892049911385506,0.7560918973396511,0.005996882915496826,0.016396933794021518,0.006663203239440918,0.018218815326690674,0.006663203239440918,0.018218815326690674,0.1607351303100586,0.09593930840492249,0.003331601619720459,0.009109407663345337,0.003331601619720459,0.009109407663345337,0.0746954083442688,0.08135861158370972,0.056476593017578125
random,all,1163,20041102220400,1.0,3,2,False,0.06722586750984183,0.07322280406951909,0.05082898736000052,1.0892057891078804,0.7560926953089774,0.005996936559677257,0.01639688014984131,0.006663262844085693,0.0182187557220459,0.006663262844085693,0.0182187557220459,0.1607351005077362,0.09593933820724487,0.0033316314220428467,0.00910937786102295,0.0033316314220428467,0.00910937786102295,0.0746954083442688,0.08135867118835449,0.0564766526222229
random,all,1164,20041102220400,1.0,3,2,False,0.06722586750984183,0.07322280406951909,0.05082893371582031,1.0892057891078804,0.7560918973396511,0.005996936559677257,0.016396933794021518,0.006663262844085693,0.018218815326690674,0.006663262844085693,0.018218815326690674,0.1607351005077362,0.09593930840492249,0.0033316314220428467,0.009109407663345337,0.0033316314220428467,0.009109407663345337,0.0746954083442688,0.08135867118835449,0.056476593017578125
random,all,1165,20041102220400,1.0,3,2,False,0.06722586750984183,0.07322291135787973,0.05082904100418095,1.0892073850465362,0.756093493278307,0.005997043848037897,0.016396826505660878,0.006663382053375244,0.018218696117401123,0.006663382053375244,0.018218696117401123,0.16073516011238098,0.09593930840492249,0.003331691026687622,0.009109348058700562,0.003331691026687622,0.009109348058700562,0.0746954083442688,0.08135879039764404,0.056476712226867676
random,all,1166,20041102220400,1.0,3,2,False,0.06722586750984183,0.0732228577136993,0.05082904100418095,1.0892065870772067,0.756093493278307,0.005996990203857466,0.016396826505660878,0.006663322448730469,0.018218696117401123,0.006663322448730469,0.018218696117401123,0.1607351303100586,0.09593930840492249,0.0033316612243652344,0.009109348058700562,0.0033316612243652344,0.009109348058700562,0.0746954083442688,0.08135873079299927,0.056476712226867676
random,all,1167,20041102220400,1.0,3,2,False,0.06722586750984183,0.07322291135787973,0.05082898736000052,1.0892073850465362,0.7560926953089774,0.005997043848037897,0.01639688014984131,0.006663382053375244,0.0182187557220459,0.006663382053375244,0.0182187557220459,0.16073516011238098,0.09593939781188965,0.003331691026687622,0.00910937786102295,0.003331691026687622,0.00910937786102295,0.0746954083442688,0.08135879039764404,0.0564766526222229
random,all,1168,20041102220400,1.0,3,2,False,0.06722586750984183,0.07322291135787973,0.05082909464836116,1.0892073850465362,0.7560942912476334,0.005997043848037897,0.01639677286148067,0.006663382053375244,0.018218636512756348,0.006663382053375244,0.018218636512756348,0.16073516011238098,0.09593933820724487,0.003331691026687622,0.009109318256378174,0.003331691026687622,0.009109318256378174,0.0746954083442688,0.08135879039764404,0.05647677183151245
random,all,1169,20041102220400,1.0,3,2,False,0.06722586750984183,0.0732228577136993,0.05082898736000052,1.0892065870772067,0.7560926953089774,0.005996990203857466,0.01639688014984131,0.006663322448730469,0.0182187557220459,0.006663322448730469,0.0182187557220459,0.1607351303100586,0.09593933820724487,0.0033316612243652344,0.00910937786102295,0.0033316612243652344,0.00910937786102295,0.0746954083442688,0.08135873079299927,0.0564766526222229
random,all,1172,20041102220400,10.0,1,4,False,0.5096825629472733,0.09352004230022426,0.07680031061172488,0.18348683886581954,0.15068263306404278,0.41616252064704906,0.43288225233554845,0.32479604085286456,0.3207119206587474,0.42626928500028854,0.4166355735480124,0.22394129633903503,0.18552659451961517,0.22472228109836578,0.21928919106721878,0.2610355603179315,0.2551361409711107,0.5861213803291321,0.10223102569580078,0.08384096622467041
random,all,1204,20041104031300,1.0,3,15,True,1.3520652968436475,0.46346636414527886,0.39499331712722774,0.3427840099344507,0.29214071099178923,0.8885989326983686,0.9570719797164198,0.44550607949495313,0.4418421876572427,0.5992813734424435,0.5875854856718377,-0.07850845033923785,-0.17437408541639646,0.2977490191658338,0.2930804829796155,0.4093871152414244,0.4013973028314519,1.6064979992806911,0.48564064502716064,0.45004773139953613
random,all,1205,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634662508964539,0.39499324560165405,0.34278392617457215,0.2921406580908133,0.8885990459471936,0.9570720512419935,0.44550617372705825,0.4418422580474899,0.599281487893739,0.5875855597143753,-0.07850844239195189,-0.1743740774691105,0.2977490891019503,0.2930805370211601,0.40938719342654384,0.40139735341213456,1.6064979992806911,0.48564082384109497,0.45004749298095703
random,all,1206,20041104031300,1.0,3,15,True,1.3520652968436475,0.46346667408943176,0.3949934244155884,0.3427842391720131,0.2921407903432532,0.8885986227542158,0.9570718724280591,0.4455060670063609,0.441842158138752,0.5992813513553106,0.5875854428575128,-0.07850843841830889,-0.17437405362725258,0.2977490048607191,0.29308044483264284,0.4093871001530402,0.4013972735837,1.6064979992806911,0.4856407046318054,0.4500480890274048
random,all,1207,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634666025638581,0.3949933886528014,0.3427841862710372,0.2921407638927651,0.8885986942797894,0.9570719081908461,0.44550609084821885,0.4418421604094051,0.5992813848245062,0.5875854494812505,-0.0785084622601668,-0.17437408541639646,0.29774904141823455,0.29308046708504354,0.4093871230168535,0.40139727810857423,1.6064979992806911,0.48564088344573975,0.45004796981811523
random,all,1208,20041104031300,1.0,3,15,True,1.3520652968436475,0.46346650719642646,0.39499347209930424,0.34278411573640266,0.2921408256105705,0.888598789647221,0.9570718247443433,0.4455060942541985,0.4418421808452833,0.5992813965165653,0.587585485403483,-0.07850836291909218,-0.1743740218381087,0.2977490334709485,0.293080470263958,0.4093871310040504,0.4013973026481307,1.6064979992806911,0.4856407046318054,0.45004796981811523
random,all,1209,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634664177894592,0.3949932813644408,0.34278404961018266,0.2921406845413012,0.8885988790541883,0.9570720154792067,0.44550622595208034,0.4418422648594493,0.5992815216271664,0.5875855567670544,-0.07850863710045815,-0.17437418873111407,0.2977491399645806,0.2930805433789889,0.4093872164708618,0.4013973513987309,1.6064979992806911,0.48564082384109497,0.4500476121902466
random,all,1210,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634663999080657,0.39499331712722774,0.3427840363849386,0.29214071099178923,0.8885988969355818,0.9570719797164198,0.44550617259173164,0.4418422103637741,0.5992814818208893,0.5875855187269309,-0.07850853775938352,-0.1743741251528263,0.29774909228086466,0.29308049887418747,0.4093871892779976,0.40139732541237944,1.6064979992806911,0.4856407642364502,0.45004773139953613
random,all,1211,20041104031300,1.0,3,15,True,1.3520652968436475,0.46346634030342104,0.39499331712722774,0.3427839923007921,0.29214071099178923,0.8885989565402265,0.9570719797164198,0.4455061464792206,0.44184222171703974,0.5992814433433412,0.5875855155001867,-0.07850860531131426,-0.1743741807838281,0.29774907797574995,0.2930805020531019,0.40938716299282824,0.4013973232080935,1.6064979992806911,0.4856407046318054,0.45004773139953613
random,all,1212,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634664475917817,0.3949933052062986,0.34278407165225605,0.2921407021749598,0.8885988492518658,0.9570719916373489,0.44550614080258777,0.44184219673985525,0.5992814350242102,0.5875854724388525,-0.07850835894544919,-0.17437401389082272,0.29774904459714885,0.2930804607272148,0.40938715730977987,0.4013972937916022,1.6064979992806911,0.48564064502716064,0.45004796981811523
random,all,1213,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634662747383118,0.39499331712722774,0.34278394380823085,0.29214071099178923,0.8885990221053357,0.9570719797164198,0.44550615215585343,0.44184220128116153,0.5992814571591122,0.5875854966596902,-0.07850851391752561,-0.1743741251528263,0.2977490875124931,0.29308048297961553,0.40938717243079664,0.40139731033758425,1.6064979992806911,0.4856407642364502,0.45004773139953613
random,all,1214,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634662508964539,0.39499340057373056,0.34278392617457215,0.2921407727095946,0.8885990459471936,0.957071896269917,0.4455061146900767,0.44184218992789587,0.599281430708569,0.5875854904747585,-0.07850844239195189,-0.17437406952182452,0.29774905731280643,0.2930804956952731,0.4093871543616357,0.40139730611247154,1.6064979992806911,0.48564082384109497,0.45004773139953613
random,all,1215,20041104031300,1.0,3,15,True,1.3520652968436475,0.4634665012359619,0.39499331712722774,0.3427841113279879,0.29214071099178923,0.8885987956076856,0.9570719797164198,0.4455061510205269,0.44184221717573346,0.5992814393816489,0.5875855141487935,-0.07850846623380979,-0.1743741013109684,0.29774908592303595,0.2930805179476738,0.4093871602864772,0.40139732228491626,1.6064979992806911,0.48564082384109497,0.45004773139953613
random,all,1216,20041104031300,1.0,3,15,True,1.3520652968436475,0.46346589922904957,0.3949932098388671,0.34278366607810706,0.2921406316403253,0.8885993976145979,0.9570720870047804,0.4455062543352445,0.4418422921072869,0.5992815839160637,0.5875856042852988,-0.07850850597023964,-0.1743741251528263,0.29774914950132375,0.29308054655790333,0.4093872590222793,0.4013973838598718,1.6064979992806911,0.4856407642364502,0.4500473737716675
random,all,1217,20041104031300,1.0,3,15,True,1.3520652968436475,0.463466489315033,0.3949932694435119,0.3427841025111586,0.2921406757244719,0.8885988075286145,0.9570720274001356,0.445506127178669,0.44184221944638663,0.5992814095334317,0.5875854978797679,-0.07850852186481158,-0.1743741569419702,0.29774903347094855,0.2930804893374443,0.4093871398962631,0.401397311171056,1.6064979992806911,0.48564064502716064,0.4500478506088257
random,all,1218,20041104031300,1.0,3,15,True,1.3520652968436475,0.46346625685691833,0.3949931979179382,0.34278393058298684,0.292140622823496,0.8885990399867292,0.9570720989257093,0.44550617826836447,0.44184223534095857,0.59928146931699,0.5875855214909396,-0.07850849802295366,-0.17437411720554033,0.2977490843335788,0.29308050523201623,0.4093871807362084,0.40139732730055677,1.6064979992806911,0.4856407046318054,0.4500476121902466
random,all,1219,20041104031300,3.0,9,15,True,1.4145225439220663,0.5778889954090118,0.4937801003456116,0.40853996840989965,0.3490789895624432,0.8366335485130545,0.9207424435764547,0.3932988891289348,0.38920585293145404,0.526384353798194,0.5206206464070002,0.07560922627647718,-0.00913633182644844,0.26528839899433987,0.26791753868261975,0.35958897048943683,0.3556516087649728,1.7270964197814465,0.5818979740142822,0.5455952882766724
random,all,1220,20041104031300,5.0,1,15,True,1.6101303912699223,0.10133229494094831,0.1577082157135008,0.06293421668851722,0.09794748088017587,1.508798096328974,1.4524221755564215,0.5829668819194749,0.5729463054310708,0.7191083992319542,0.7062875896493288,-0.2548479542136192,-0.3639755631486575,0.3822042538722356,0.37957090073161653,0.49124455748785695,0.48248627718299664,1.7427699528634548,0.104239821434021,0.16717004776000977
random,all,1221,20041104031300,10.0,5,15,True,1.3741952992975712,0.5256809055805207,0.5153963804244994,0.38253726078762307,0.37505322619568526,0.8485143937170505,0.8587989188730718,0.4713320302821341,0.471608495925154,0.5735673310683761,0.573774508436488,-0.401015139122804,-0.40473049928744637,0.32096884144677057,0.32174147023095023,0.3918210801613666,0.39196260924742415,1.426557656377554,0.60544353723526,0.5883865356445312
random,all,1222,20041104031300,20.0,5,15,True,1.6364081121981144,0.8710273861885071,0.5766969799995423,0.5322800465823251,0.3524163536594125,0.7653807260096074,1.0597111321985722,0.6545075577639398,0.5943596478729021,0.813861695545925,0.7484284696143213,-0.2077876016497612,-0.24746069957812628,0.4299081347386043,0.39979605740971036,0.5559733816372996,0.5112739786653626,1.7427699528634548,0.9100003242492676,0.6223516464233398
random,all,1223,20041104031300,40.0,3,15,True,1.6364081121981144,0.39797378778457615,0.2708721280097961,0.24319959355982146,0.16552846810686217,1.2384343244135383,1.3655359841883183,0.725776790650118,0.6772449268471628,0.9077870247288327,0.8546591435938052,-0.22302288065354028,-0.24610150506099066,0.5054541544781792,0.4816741879118814,0.6201365965582196,0.5838433444055278,1.7427699528634548,0.4482533931732178,0.2819761037826538
random,all,1224,20041104031300,90.0,16,14,True,1.3972963020205498,0.5702342808246613,0.5175037384033202,0.4080983253158821,0.3703607729119356,0.8270620211958885,0.8797925636172296,0.6316406450101307,0.615858276957994,0.7569705442366341,0.73946321180042,-0.44469377238835606,-0.4080071390739509,0.4343652070633003,0.4210190033274038,0.5157884831894611,0.5038592469586446,1.6064979992806911,0.6841659545898438,0.6260663270950317
random,all,1225,20041104052800,1.0,1,5,True,0.29814300537109373,0.09554767608642578,0.06496822834014893,0.32047599428837564,0.21790961776642734,0.20259532928466795,0.2331747770309448,0.15127679109573364,0.1502607822418213,0.2038072395797117,0.1940423632189346,0.21121031045913696,0.0329193115234375,0.10048065185546876,0.09482413291931154,0.1288990161407014,0.12272316606670305,0.3612438440322876,0.10074841976165771,0.07115864753723145
random,all,1226,20041104052800,3.0,2,4,False,0.3104109227657318,0.10109791159629822,0.1253270745277404,0.3256905739512175,0.4037456975131161,0.20931301116943357,0.1850838482379914,0.17670313517252603,0.17484011252721152,0.19845194283308504,0.20137859848323,0.029055118560791016,-0.13081315159797668,0.09404975175857544,0.0949249416589737,0.12152649960125886,0.12331870285018098,0.3612438440322876,0.1124650239944458,0.1331852674484253
random,all,1227,20041104052800,5.0,3,3,False,0.10750111341476432,0.08605148792266837,0.04004698991775513,0.8004706666679972,0.3725262803859949,0.021449625492095947,0.06745412349700919,0.01588861147562663,0.06408850351969402,0.018275738769417706,0.06807645269085603,-0.021213054656982422,-0.1628409226735433,0.009868780771891275,0.03304979536268446,0.010551502698162595,0.039303958286540555,0.11944568157196045,0.09561276435852051,0.04449665546417236
random,all,1228,20041104052800,10.0,3,3,False,0.2737987160682678,0.12941797971725477,0.11591702699661255,0.47267562673663616,0.4233658530659812,0.144380736351013,0.15788168907165523,0.26495901743570965,0.23050793011983237,0.29153668734252247,0.2539613499774219,-0.1465442975362142,-0.2863357464472453,0.1535876062181261,0.13395378324720594,0.1683187849158571,0.14662465377322528,0.3042207956314087,0.14379775524139404,0.12879669666290283
random,all,1229,20041104052800,20.0,3,3,False,0.2737987160682679,0.08342185020446768,0.05951210260391249,0.3046831314711776,0.21735712810674385,0.1903768658638002,0.2142866134643554,0.26460782686869305,0.24689690272013345,0.2870084471858947,0.26640676633678906,-0.042222301165262856,-0.17403844992319742,0.1486437850528293,0.13676712248060438,0.1657044042424728,0.1538100182584829,0.3042207956314087,0.09269094467163086,0.0661245584487915
random,all,1232,20041104085700,1.0,5,15,True,1.2166912175714963,0.62700874209404,0.6794876158237457,0.5153392520951563,0.558471702606678,0.5896824754774563,0.5372036017477506,0.36021516550154914,0.3220428432737078,0.447084955173237,0.3994721916756079,-0.15779822021722795,-0.18175226201613745,0.22927657445271815,0.21233317553997041,0.3054171682574276,0.2728914586979953,1.6777649223804474,0.6766630411148071,0.7706134915351868
random,all,1233,20041104085700,3.0,4,15,True,1.4089064810425043,0.4494271516799926,0.4684172272682189,0.3189900520206594,0.33246864399517767,0.9594793293625117,0.9404892537742854,0.37253181863398777,0.3684147543850399,0.4636917010364318,0.4564330785182964,-0.10422691081960996,-0.14805834665894507,0.23753369301557545,0.23432709405819577,0.31676173540695823,0.3118031522354903,1.5940450876951218,0.5276018381118774,0.5849936604499817
random,all,1234,20041104085700,5.0,11,15,True,1.7102237612009046,0.802125751972198,0.9030376553535459,0.46901801399891213,0.5280231019123722,0.9080980092287065,0.8071861058473587,0.4017183377629235,0.4041924516359965,0.521066183272796,0.5153030715761614,-0.03526785969734192,0.02774558663368225,0.24850193659464517,0.25291477362314857,0.3559559683868548,0.35201901359924537,1.990042269229889,1.090315341949463,1.181458830833435
random,all,1235,20041104085700,10.0,16,15,True,1.6067114382982253,0.9656964957714078,0.9297922134399412,0.6010391615772905,0.5786927205950223,0.6410149425268175,0.676919224858284,0.365197521731967,0.36475649788266135,0.4441762554798471,0.44518235466841255,-0.19129095897078513,-0.15658962751428288,0.2593887101610502,0.2602627002199491,0.30343014808735236,0.30411744467741253,1.7386826872825623,1.2270050048828125,1.23996102809906
random,all,1236,20041104085700,20.0,16,15,True,1.6821193128824232,0.5658003509044647,0.5831128120422363,0.3363616044184929,0.34665365742875504,1.1163189619779585,1.0990065008401868,0.514067489476431,0.49812495225951786,0.6211100445550269,0.60495578123059,-0.2075298217435678,-0.17659642174839973,0.3684113249182701,0.3507996067404747,0.4242989364532223,0.4132634737234988,1.990042269229889,0.6319283246994019,0.6518694758415222
