protocol,population,row_index,event_id,requested_elapsed_time_seconds,actual_station_count,n_targets,eligible_ge5,truth_p95_p05_range,base_p95_p05_range,final_p95_p05_range,base_range_ratio,final_range_ratio,base_range_abs_error,final_range_abs_error,base_pairwise_delta_mae,final_pairwise_delta_mae,base_pairwise_delta_rmse,final_pairwise_delta_rmse,base_field_mean_error,final_field_mean_error,base_centered_error_mae,final_centered_error_mae,base_centered_error_rmse,final_centered_error_rmse,truth_ptp_range_diagnostic,base_ptp_range_diagnostic,final_ptp_range_diagnostic
random,all,35,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651107549667354,0.09766868352890012,0.041097510775627316,0.10993759343342296,0.8518900662660597,0.7907324582338331,0.34485621395565214,0.3384170617376055,0.42324748483199603,0.4165003282562592,0.250505389769872,0.26255944768587747,0.2343244772487216,0.23175165679719706,0.28913307592597964,0.28452389050985993,1.038181334733963,0.045595645904541016,0.11164689064025879
random,all,36,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651105761528006,0.09766864776611328,0.04109749064801532,0.1099375531781991,0.8518900841474532,0.7907324939966199,0.3448562060083662,0.3384170390310742,0.42324747947240504,0.41650030316010556,0.25050548911094667,0.262559578816096,0.2343244640032451,0.23175162182913886,0.28913307226468193,0.2845238733659232,1.038181334733963,0.04559558629989624,0.11164677143096924
random,all,37,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651107549667354,0.09766872525215142,0.041097510775627316,0.10993764039785078,0.8518900662660597,0.7907324165105818,0.34485621054967247,0.33841701518921624,0.42324748223925335,0.41650026872043727,0.250505401690801,0.2625595033168793,0.2343244661225213,0.23175161282221476,0.2891330741547993,0.28452384983915086,1.038181334733963,0.045595645904541016,0.11164689064025879
random,all,38,20000929085600,1.0,1,15,True,0.8884011417627332,0.036511015892028764,0.09766864776611328,0.0410974436835875,0.1099375531781991,0.8518901258707045,0.7907324939966199,0.34485620714369275,0.33841704243705384,0.42324747958786985,0.4165003036506582,0.25050536592801415,0.2625594437122345,0.23432446771197848,0.2317516287167867,0.28913307234355945,0.2845238737010345,1.038181334733963,0.04559558629989624,0.11164677143096924
random,all,39,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651107549667354,0.09766870737075806,0.041097510775627316,0.10993762027023891,0.8518900662660597,0.7907324343919752,0.34485618897846765,0.33841704016640073,0.42324746488656523,0.4165003047090068,0.25050544142723086,0.26255954305330914,0.23432446082433062,0.23175163136588195,0.2891330623006565,0.2845238744240242,1.038181334733963,0.045595645904541016,0.11164683103561401
random,all,40,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651109337806702,0.09766877293586729,0.04109753090323931,0.10993769407148268,0.8518900483846662,0.7907323688268659,0.34485621054967247,0.33841702881313507,0.4232474819001964,0.4165002763518591,0.2505053142706553,0.26255933245023094,0.23432446824179756,0.23175162129931978,0.2891330739231792,0.2845238550524044,1.038181334733963,0.04559570550918579,0.11164677143096924
random,all,41,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651107549667354,0.09766870737075806,0.041097510775627316,0.10993762027023891,0.8518900662660597,0.7907324343919752,0.34485620033173336,0.3384170220011756,0.4232474685773513,0.41650028212950546,0.2505053142706553,0.2625593284765879,0.23432446029451157,0.23175161706076722,0.2891330648219434,0.2845238589992883,1.038181334733963,0.045595645904541016,0.11164683103561401
random,all,42,20000929085600,1.0,1,15,True,0.8884011417627332,0.03651107549667354,0.09766876697540283,0.041097510775627316,0.10993768736227873,0.8518900662660597,0.7907323747873304,0.344856211684999,0.3384170344897679,0.42324748498582254,0.4165002893533795,0.2505056083202362,0.26255972186724347,0.23432447195053108,0.23175163136588195,0.28913307603106314,0.28452386393413376,1.038181334733963,0.045595645904541016,0.11164689064025879
random,all,43,20000929085600,3.0,16,15,True,0.7199729561805721,0.42407599091529846,0.47199190258979784,0.5890165557953798,0.6555689328856129,0.29589696526527365,0.24798105359077427,0.23556465080806188,0.23086712019784109,0.28695088255779605,0.2811815741491329,0.11448251008987427,0.10025161504745483,0.16022965590159097,0.1567268927892049,0.1960247710545594,0.19208358310674556,0.9497368931770325,0.46266186237335205,0.5324437618255615
random,all,44,20000929085600,5.0,12,15,True,0.6355841815471647,0.3670827090740203,0.4063431799411774,0.577551675657586,0.6393223615981765,0.2685014724731444,0.22924100160598726,0.19417148885272797,0.18926202569689068,0.23620383070265705,0.2281307917370001,0.09246225754419962,0.09013791481653849,0.1433991363313463,0.13493317868974472,0.1613579349294122,0.15584299940856153,0.7605685591697693,0.4584909677505493,0.5042835474014282
random,all,45,20000929085600,10.0,1,15,True,0.8663690894842146,0.10307762622833239,0.061734998226165905,0.1189765741639037,0.0712571569963551,0.7632914632558823,0.8046340912580487,0.3537108778953552,0.3785773725736709,0.4302273254168046,0.46266479457650583,0.039547655979792276,-0.013491791486740113,0.27690165413750545,0.28987776120503744,0.2939012147810984,0.31606022474455114,1.038227766752243,0.18842554092407227,0.07520318031311035
random,all,46,20000929085600,20.0,5,15,True,0.839193272590637,0.3210437536239623,0.34392801523208616,0.3825623537625392,0.4098317115559816,0.5181495189666747,0.49526525735855087,0.3797165246236892,0.3661593380428496,0.4565903530072644,0.443645271144705,0.07011932929356893,0.04250077406565348,0.2631725544399685,0.2545614136589898,0.3119105911651701,0.30306741673137255,0.981231153011322,0.4155430793762207,0.40118324756622314
random,all,47,20000929085600,40.0,5,15,True,0.8151466369628905,0.2199046552181242,0.18774431943893433,0.2697731245478172,0.23031968841635714,0.5952419817447663,0.6274023175239561,0.3302112795057751,0.3281369197936285,0.42843919897987454,0.42470050935084763,0.15144122044245403,0.12027593851089477,0.25470007525549987,0.25210313796997075,0.29267969187692944,0.29012568063974,1.0045616030693054,0.29212355613708496,0.2967742681503296
random,all,48,20000929085600,90.0,3,15,True,0.8102628946304321,0.2832799196243285,0.3979114890098572,0.34961482440033853,0.49108936327554287,0.5269829750061036,0.41235140562057493,0.3121585210164388,0.2972700868334089,0.38494445232343943,0.36713314172586076,-0.018412200609842937,0.07814021507898966,0.21455455038282606,0.20235795497894285,0.2629671233725044,0.2507996818544642,0.8527297377586365,0.3590046167373657,0.4235575199127197
random,all,49,20000929095600,1.0,6,11,True,0.4639011025428772,0.35061001777648926,0.3594324588775635,0.7557861273763264,0.7748040625627572,0.11329108476638794,0.10446864366531372,0.22170357704162597,0.23570996197787197,0.28447413057579796,0.3000682859452804,0.12017645619132301,0.06359786337072199,0.1488788009675081,0.15721442088607912,0.19179241970855335,0.20230599711388886,0.572395920753479,0.41404950618743896,0.40916430950164795
